"","cpnd","dates","slope","r2","ChemFormula","O_C_ratio","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat","Func_Group_Cat_3","Haofei_cat","Cstar_Cat"
"472","3-5-dimethoxyphenol",2020-12-10,0.000593154780871258,0.998901309396819,"C8H10O3",0.375,36.4029407,0.87792188,1525,1525.68306,"Alcohol","Alcohol",NA,"CHO"
"473","2-Ketoglutaric acid, tri-TMS",2020-12-10,0.0277893332415137,0.979697690562613,"C5H6O5",1,39.90598202,0.7981108,1629,1629.268293,"Acid","Acid","MOOA","CHO"
"474","16-OH C16 Acid, TMS",2020-12-10,0.000608595245834539,0.949762565160115,"C16H32O3",0.1875,61.4192249,0.688370565,2429,2429.824561,"Acid","Acid","LOOA","CHO"
"475","12-OH C18 Acid, TMS",2020-12-10,0.00093968106403881,0.994178869552566,"C18H36O3",0.166666667,62.29498523,0.69834695,2470,2470.175439,"Acid","Acid","LOOA","CHO"
"476","xanthone",2020-12-19,0.000815110274272852,0.948334635166799,"C13H8O2",0.153846154,48.24474342,1.37674113,1906,1906.040268,"Ketone","Ketone",NA,"CHO"
"477","vanillin",2020-12-19,0.00193405455670629,0.997652549565958,"C8H8O3",0.375,37.54523678,1.33683559,1558,1558.469945,"Aldehyde","Aldehyde","BBOA","CHO"
"478","vanillic acid",2020-12-19,0.000282917191628637,0.965209516655848,"C8H8O4",0.5,44.89400825,0.87792188,1789,1789.02439,"Acid","Acid",NA,"CHO"
"479","tridecanal (?)",2020-12-19,0.00358132132666512,0.948745211343077,"C13H26O",0.076923077,36.8217826,0.927803805,1537,1537.704918,"Aldehyde","Aldehyde",NA,"CHO"
"480","triacetin",2020-12-19,0.0124727212348022,0.980870957809481,"C9H14O6",0.666666667,30.386848,2.11499362,1362,1362.952186,"Misc","Misc",NA,"CHO"
"481","threitol",2020-12-19,0.00323652377132823,0.991402345204943,"C4H10O4",1,36.25063456,0.528748405,1521,1521.311475,"Alcohol","Alcohol","ISOPSOA","CHO"
"482","syringol",2020-12-19,0.00133577032607452,0.937752813190105,"C8H10O3",0.375,32.67144016,0.81806357,1418,1418.579235,"Alcohol","Alcohol","LOOA","CHO"
"483","syringic acid",2020-12-19,0.000444996769108152,0.990183862121178,"C9H10O5",0.555555556,48.77781493,0.87792188,1924,1924.832215,"Acid","Acid",NA,"CHO"
"484","syringaldehyde",2020-12-19,0.000431062738793361,0.970054473343206,"C9H10O4",0.444444444,42.95210491,1.326859205,1726,1726.829268,"Aldehyde","Aldehyde",NA,"CHO"
"485","stigmasterol",2020-12-19,0.00144575656930146,0.967011309584589,"C19H48O",0.052631579,78.85827843,0.85796911,3344,3344.827586,"Misc","Sterol",NA,"CHO"
"486","squalene",2020-12-19,0.00123837203976277,0.908491347325574,"C30H50",0,70.44336395,0.5985831,2868,2868.686869,"Misc","Terpene","SESQ","CH"
"487","sinapinaldehyde",2020-12-19,0.00100698678034179,0.95513277691414,"C11H12O4",0.363636364,51.74778474,1.53636329,2032,2032.592593,"Aldehyde","Aldehyde",NA,"CHO"
"488","retene",2020-12-19,0.000441754299921957,0.976543077629987,"C18H18",0,57.64964783,1.047520425,2267,2267.741935,"PAH","Arom",NA,"CH"
"489","resorcinol",2020-12-19,0.000785620145337509,0.931671676933622,"C6H6O2",0.333333333,31.98606251,0.728276105,1399,1399.138423,"Cat","Cat",NA,"CHO"
"490","quinoline",2020-12-19,0.00137271419526118,0.998576163790294,"C9H7N",0,26.73150054,1.09740235,1278,1278.146352,"PAH","Arom",NA,"CHN"
"491","pyrene",2020-12-19,0.000461415381122013,0.986684918623224,"C10H16",0,55.32697913,1.21711897,2171,2171.851852,"PAH","Arom",NA,"CH"
"492","pinonic acid",2020-12-19,0.00900207390861183,0.972449593619429,"C10H16O3",0.3,37.27870103,1.466528595,1550,1550.819672,"Acid","Acid","MTSOA","CHO"
"493","pinic acid 2",2020-12-19,0.00161454937445159,0.955955905280257,"C9H14O4",0.444444444,42.03826804,0.97768573,1697,1697.560976,"Acid","Acid","MTSOA","CHO"
"494","pinic acid 1",2020-12-19,0.00112675657525159,0.954039815835076,"C9H14O4",0.444444444,41.8859619,0.967709345,1692,1692.682927,"Acid","Acid","MTSOA","CHO"
"495","phthalimide",2020-12-19,0.00328272738410082,0.972746862674849,"C8H5NO2",0.25,38.76368594,1.13730789,1593,1593.442623,"Amide","Misc",NA,"CHON"
"496","phthalic acid",2020-12-19,0.000386326847639517,0.868607078885954,"C8H6O4",0.5,42.57133954,1.107378735,1714,1714.634146,"Acid","Acid",NA,"CHO"
"497","perylene",2020-12-19,0.000721781837369405,0.972277770282708,"C20H12",0,72.30911422,1.45655221,2967,2967.676768,"PAH","Arom",NA,"CH"
"498","pentadecanone",2020-12-19,0.000728183717136321,0.975605432247663,"C15H30O",0.066666667,42.95210491,0.947756575,1726,1726.829268,"Ketone","Ketone","LOOA","CHO"
"499","palmitoleic Acid",2020-12-19,0.00125889520260452,0.978008503251577,"C16H30O2",0.125,52.35700932,0.708323335,2056,2056.296296,"Acid","Acid","LOOA","CHO"
"500","p-anisic acid (4-methozybenzoic acid)",2020-12-19,0.00118733751170196,0.992595906371174,"C8H8O3",0.375,37.05024181,0.967709345,1544,1544.262295,"Acid","Acid",NA,"CHO"
"501","octadecanone",2020-12-19,0.000753092742527027,0.965882027029404,"C18H36O",0.055555556,51.7097082,0.847992725,2031,2031.111111,"Ketone","Ketone","LOOA","CHO"
"502","octadecanol",2020-12-19,0.000196536857056011,0.986466264918495,"C18H38O",0.055555556,55.8219741,0.548701175,2191,2191.111111,"Alcohol","Alcohol","LOOA","CHO"
"503","octadecanal (?)",2020-12-19,0.00530137282412041,0.861049997842004,"C18H36O",0.055555556,52.35700932,0.867945495,2056,2056.296296,"Aldehyde","Aldehyde",NA,"CHO"
"504","nonanol",2020-12-19,0.0033960599570089,0.874708372111818,"C9H20O",0.111111111,28.40686812,0.508795635,1318,1318.150179,"Alcohol","Alcohol","LOOA","CHO"
"505","monostearin TMS",2020-12-19,0.0140021377814606,0.978389331768335,"C21H42O4",0.19047619,68.92030251,0.708323335,2788,2788.679245,"Alcohol","Alcohol",NA,"CHO"
"506","monopalmitin",2020-12-19,0.001742342643763,0.978121522054992,"C19H38O4",0.210526316,65.68379694,0.748228875,2628,2628.301887,"Alcohol","Alcohol",NA,"CHO"
"507","mannosan",2020-12-19,0.0194872647294581,0.956682978855467,"C6H10O5",0.833333333,42.30480379,0.85796911,1706,1706.097561,"Sugar","Sugar",NA,"CHO"
"508","maltol",2020-12-19,0.02937406787934,0.992678482458633,"C6H6O3",0.5,28.33071505,1.09740235,1316,1316.427025,"Alcohol","Alcohol",NA,"CHO"
"509","lupeol",2020-12-19,0.000579240516627862,0.962917143965532,"C30H50O",0.033333333,81.21902366,1.03754404,3483,3483.516484,"Misc","Misc",NA,"CHO"
"510","linoleic Acid, TMS",2020-12-19,0.00145487634605396,0.936700494258819,"C18H32O2",0.111111111,57.11657633,0.69834695,2245,2245.16129,"Acid","Acid","LOOA","CHO"
"511","levoglucosan",2020-12-19,0.0106819722444062,0.994846681959865,"C6H10O5",0.833333333,42.95210491,0.847992725,1726,1726.829268,"Sugar","Sugar","BBOA","CHO"
"512","ketopinic acid",2020-12-19,0.00631645875532866,0.963415383936086,"C10H14O3",0.3,36.55524684,1.326859205,1530,1530.054645,"Acid","Acid","MTSOA","CHO"
"513","isopimaric acid",2020-12-19,0.000556173760177406,0.980085886559765,"C20H30O2",0.1,60.42923497,0.867945495,2385,2385.483871,"Acid","Acid","LOOA","CHO"
"514","ionone",2020-12-19,0.0246293976900353,0.954267916300012,"C13H20O",0.076923077,33.73758317,1.33683559,1449,1449.180328,"Ketone","Ketone",NA,"CHO"
"515","hydroquinone",2020-12-19,0.000946378232444032,0.847339965022302,"C6H6O2",0.333333333,32.74759324,0.728276105,1420,1420.765027,"Benz","Arom",NA,"CHO"
"516","homosalate, TMS",2020-12-19,0.000432996738876035,0.983664540853601,"C16H22O3",0.1875,52.31893278,0.927803805,2054,2054.814815,"Misc","Misc",NA,"CHO"
"517","hexadecanol, TMS",2020-12-19,0.000409564504301883,0.989368553207157,"C13H35O",0.076923077,50.60548866,0.528748405,1989,1989.261745,"Alcohol","Alcohol","LOOA","CHO"
"518","hexadecanamide",2020-12-19,0.00269187149001527,0.943085415481097,"C16H33NO",0.0625,56.35504561,1.227095355,2212,2212.903226,"Amide","Amide",NA,"CHON"
"519","gamma dodecalactone",2020-12-19,0.00128875650862769,0.975821630371829,"C12H22O2",0.166666667,42.4190334,1.89551315,1709,1709.756098,"Sugar","Sugar",NA,"CHO"
"520","galactosan",2020-12-19,0.0131052409209796,0.938233914982968,"C6H10O5",0.833333333,41.61942614,0.83801634,1684,1684.146341,"Sugar","Sugar",NA,"CHO"
"521","eicosanol, TMS",2020-12-19,0.000685372217457447,0.963339493363203,"C20H42O",0,60.54346457,0.548701175,2390,2390.322581,"Alcohol","Alcohol","LOOA","CHO"
"522","dodecyl benzene",2020-12-19,0.000560901515560726,0.981660786644974,"C18H30",0,48.66358532,0.61853587,1920,1920.805369,"Benz","Arom","Other","CH"
"523","dimethyl Glutaric Acid, TMS",2020-12-19,0.00448310787955359,0.922561737199562,"C7H12O4",0.571428571,34.00411893,0.89787465,1456,1456.830601,"Acid","Acid","MOOA","CHO"
"524","dibenz(ah)anthracene",2020-12-19,0.00181905724131756,0.948162330194201,"C22H14",0,77.79213542,1.51641052,3280,3280.45977,"PAH","Arom",NA,"CH"
"525","deoxycholic Acid (maybe)",2020-12-19,0.00925303229756155,0.903945181888885,"C24H40O4",0.166666667,78.89635496,0.967709345,3347,3347.126437,"Acid","Acid","LOOA","CHO"
"526","cycloisolongifolene",2020-12-19,0.00873710130036606,0.926307994776371,"C15H24",0,30.04415917,0.648465025,1355,1355.197993,"Sesq","Terpene","SESQ","CH"
"527","citronellol",2020-12-19,0.00726254387231688,0.901782071964387,"C10H20O",0.1,29.32070499,0.528748405,1338,1338.828029,"Alcohol","Alcohol",NA,"CHO"
"528","cis-Vaccenic Acid, TMS",2020-12-19,0.00111027966322828,0.979114425090468,"C18H34O2",0.111111111,57.45926515,0.688370565,2259,2259.677419,"Acid","Acid","LOOA","CHO"
"529","chrysene",2020-12-19,0.000817267898820366,0.976637583999944,"C18H12",0,63.627664,1.29693005,2531,2531.578947,"PAH","Arom",NA,"CH"
"530","cholesterol",2020-12-19,0.00085388725206792,0.978137242303313,"C27H46O",0.037037037,76.6117628,0.83801634,3209,3209.195402,"Alcohol","Sterol",NA,"CHO"
"531","borneol",2020-12-19,0.00240450170706248,0.920434540377716,"C10H18O",0.1,25.77958713,0.61853587,1254,1254.323789,"Alcohol","Alcohol",NA,"CHO"
"532","bisabolol",2020-12-19,0.0341837096808577,0.983686232739205,"C15H26O",0.066666667,44.3228602,0.55867756,1770,1770.731707,"Alcohol","Alcohol",NA,"CHO"
"533","beta-sitosterol",2020-12-19,0.00183451844940748,0.971068312787223,"C29H50O",0.034482759,79.8863449,0.867945495,3406,3406.593407,"Alcohol","Sterol",NA,"CHO"
"534","beta-nocaryophyllonic acid, TMS",2020-12-19,0.00255862127585756,0.932061122258264,"C14H22O4",0.285714286,50.49125905,1.725914605,1985,1985.234899,"Acid","Acid","SQSOA","CHO"
"535","beta-nocaryophyllone aldehyde",2020-12-19,0.00739597414796157,0.879700245381032,"C14H22O3",0.214285714,43.90401831,0.269362395,1757,1757.317073,"Aldehyde","Aldehyde","SQSOA","CHO"
"536","beta-nocaryophyllinic acid, TMS",2020-12-19,0.000172331849800752,0.87880578296093,"C13H20O5",0.384615385,54.18468305,1.247048125,2127,2127.407407,"Acid","Acid","SQSOA","CHO"
"537","beta-caryophyllonic acid, TMS",2020-12-19,0.00067303508286533,0.957010990459338,"C15H24O3",0.2,48.96819761,1.326859205,1931,1931.543624,"Acid","Acid","SQSOA","CHO"
"538","beta-caryophyllinic acid, TMS",2020-12-19,0.00132610034990123,0.939718697945737,"C14H22O4",0.285714286,52.47123893,0.927803805,2060,2060.740741,"Acid","Acid","SQSOA","CHO"
"539","benzophenone",2020-12-19,0.000726433914942046,0.98610283903954,"C13H10O",0.076923077,41.01020157,1.17721343,1664,1664.634146,"PAH","Arom","Other","CHO"
"540","anthraquinone",2020-12-19,0.00113628137767067,0.966510503458998,"C14H8O2",0.142857143,51.36701938,1.446575825,2017,2017.777778,"PAH","Arom",NA,"CHO"
"541","abietic acid",2020-12-19,0.000869247302323219,0.929123272122017,"C20H30O2",0.1,62.2569087,0.83801634,2468,2468.421053,"Acid","Acid","LOOA","CHO"
"542","SESQ9",2020-12-19,0.00185529924430704,0.856023170453236,"C15H24",0,39.33483398,1.067473195,1610,1610.97561,"Sesq","Terpene","SESQ","CH"
"543","SESQ8",2020-12-19,0.0229388285135679,0.926965242502353,"C15H24",0,37.92600214,0.49881925,1569,1569.398907,"Sesq","Terpene","SESQ","CH"
"544","SESQ7",2020-12-19,0.0310526587895999,0.953745397060879,"C15H24",0,36.8217826,0.53872479,1537,1537.704918,"Sesq","Terpene","SESQ","CH"
"545","Me-OH-glutatric acid (?)",2020-12-19,0.0011899860794139,0.868132276425099,"C6H10O5",0.833333333,39.71559934,0.828039955,1623,1623.170732,"Acid","Acid","MOOA","CHO"
"546","MBTCA",2020-12-19,0.000316338688212415,0.939045573575299,"C8H12O6",0.75,44.51324288,0.97768573,1776,1776.829268,"Acid","Acid","MTSOA","CHO"
"547","FAME18 (Methyl Stearate)",2020-12-19,0.000563589426083996,0.956889665563,"C19H38O2",0.105263158,55.06044338,0.71829972,2161,2161.481481,"Acid","Acid",NA,"CHO"
"548","FAME16 (Methyl Palmitate)",2020-12-19,0.000539275237295887,0.983649732522085,"C17H34O2",0.117647059,49.69165179,0.728276105,1957,1957.04698,"Acid","Acid",NA,"CHO"
"549","DEET",2020-12-19,0.00151525302018513,0.998301547963085,"C12H17NO",0.083333333,38.99214515,1.785772915,1600,1600,"Amide","Amide",NA,"CHON"
"550","C9 Diacid (azelaic acid)",2020-12-19,0.000322162139243561,0.954798649434291,"C9H16O4",0.444444444,45.88399818,0.947756575,1822,1822.818792,"Acid","Acid","MOOA","CHO"
"551","C8 acid",2020-12-19,0.00617640558619304,0.910265296042988,"C8H16O2",0.25,27.34072511,0.71829972,1293,1293.392792,"Acid","Acid","LOOA","CHO"
"552","C28 acid",2020-12-19,0.00200958936071844,0.93537147693409,"C28H56O2",0.071428571,77.9825181,0.73825249,3291,3291.954023,"Acid","Acid","LOOA","CHO"
"553","C26 acid",2020-12-19,0.00163715198385087,0.927264484261837,"C26H52O2",0.076923077,74.47947678,0.71829972,3088,3088.172043,"Acid","Acid","LOOA","CHO"
"554","C24 acid",2020-12-19,0.00119670711610753,0.942529296258717,"C24H48O2",0.083333333,70.78605278,0.69834695,2886,2886.868687,"Acid","Acid","LOOA","CHO"
"555","C22 acid",2020-12-19,0.00109088190867338,0.966015193746318,"C22H44O2",0.090909091,66.82609303,0.688370565,2684,2684.90566,"Acid","Acid","LOOA","CHO"
"556","C17 acid",2020-12-19,0.00122240023024422,0.964538351478889,"C17H34O2",0.117647059,55.47928528,0.668417795,2177,2177.777778,"Acid","Acid","LOOA","CHO"
"557","C16 Acid",2020-12-19,0.000204423555306008,0.91142687310183,"C16H32O2",0.125,52.92815736,0.688370565,2078,2078.518519,"Acid","Acid","LOOA","CHO"
"558","C14 Diacid",2020-12-19,0.000933160233664639,0.925851563739859,"C14H26O4",0.285714286,58.83002045,0.887898265,2317,2317.741935,"Acid","Acid","MOOA","CHO"
"559","C13 acid",2020-12-19,0.000473648447733508,0.960394912859689,"C13H26O2",0.153846154,44.51324288,0.688370565,1776,1776.829268,"Acid","Acid","LOOA","CHO"
"560","C12 diacid",2020-12-19,0.000646489344906735,0.944435901122849,"C12H22O4",0.333333333,53.99430037,0.907851035,2120,2120,"Acid","Acid","MOOA","CHO"
"561","C10 diacid (sebacic acid)",2020-12-19,0.00050744955487666,0.975827228863855,"C10H18O4",0.4,48.70166185,0.93778019,1922,1922.147651,"Acid","Acid","MOOA","CHO"
"562","C35",2020-12-19,0.00131192754864393,0.950074799194718,"C35H72",0,82.6278555,0.71829972,3564,3564.835165,"Alkane","Alkane","Hydrocarbon","CH"
"563","C33",2020-12-19,0.00112296072355336,0.959837486799592,"C33H38",0,79.16289072,0.63848864,3363,3363.218391,"Alkane","Alkane","Hydrocarbon","CH"
"564","C32",2020-12-19,0.00108980335635102,0.965225753570346,"C32H66",0,77.44944659,0.628512255,3259,3259.770115,"Alkane","Alkane","Hydrocarbon","CH"
"565","C31",2020-12-19,0.000988683795162109,0.952931157948131,"C31H64",0,75.73600247,0.61853587,3159,3159.139785,"Alkane","Alkane","Hydrocarbon","CH"
"566","C30",2020-12-19,0.000997324166825207,0.963603498178112,"C30H62",0,73.94640527,0.5985831,3058,3058.064516,"Alkane","Alkane","Hydrocarbon","CH"
"567","C29",2020-12-19,0.0009352477141259,0.954283046487677,"C29H60",0,72.08065501,0.588606715,2955,2955.555556,"Alkane","Alkane","Hydrocarbon","CH"
"568","C28",2020-12-19,0.000796402525633843,0.959877878955538,"C28H58",0,70.13875167,0.57863033,2852,2852.525253,"Alkane","Alkane","Hydrocarbon","CH"
"569","C27",2020-12-19,0.000945011179395705,0.979749909342533,"C27H56",0,68.15877179,0.568653945,2750,2750.943396,"Alkane","Alkane","Hydrocarbon","CH"
"570","C26",2020-12-19,0.00101835531534964,0.987351379261436,"C26H54",0,66.10263884,0.568653945,2649,2649.056604,"Alkane","Alkane","Hydrocarbon","CH"
"571","C25",2020-12-19,0.000808287202553592,0.98699033429655,"C25H52",0,63.93227628,0.55867756,2545,2545.614035,"Alkane","Alkane","Hydrocarbon","CH"
"572","C24",2020-12-19,0.000646179276156028,0.960783726895569,"C24H50",0,61.72383719,0.548701175,2443,2443.859649,"Alkane","Alkane","Hydrocarbon","CH"
"573","C23",2020-12-19,0.000512458807857252,0.953293262537946,"C23H48",0,59.40116849,0.548701175,2341,2341.935484,"Alkane","Alkane","Hydrocarbon","CH"
"574","C22",2020-12-19,0.000445153836401008,0.964502764461804,"C22H46",0,56.96427018,0.53872479,2238,2238.709677,"Alkane","Alkane","Hydrocarbon","CH"
"575","C21",2020-12-19,0.000419248780243503,0.977369819389118,"C21H44",0,54.4512188,0.51877202,2137,2137.777778,"Alkane","Alkane","Hydrocarbon","CH"
"576","C20",2020-12-19,0.000522203060482971,0.991513356198125,"C20H42",0,51.78586128,0.51877202,2034,2034.074074,"Alkane","Alkane","Hydrocarbon","CH"
"577","C19",2020-12-19,0.000489708660632244,0.987433640702348,"C19H40",0,49.04435068,0.508795635,1934,1934.228188,"Alkane","Alkane","Hydrocarbon","CH"
"578","C18",2020-12-19,0.00060773353485406,0.917548861864003,"C18H38",0,46.1124574,0.49881925,1830,1830.872483,"Alkane","Alkane","Hydrocarbon","CH"
"579","C17",2020-12-19,0.00214249669359361,0.999898749271203,"C17H36",0,43.06633451,0.488842865,1730,1730.487805,"Alkane","Alkane","Hydrocarbon","CH"
"580","C16",2020-12-19,0.00293642865414532,0.982402667751522,"C16H34",0,39.82982895,0.488842865,1626,1626.829268,"Alkane","Alkane","Hydrocarbon","CH"
"581","9H-Florenone",2020-12-19,0.000233956925234583,0.862571297749346,"C13H10",0,44.55131942,1.386717515,1778,1778.04878,"Ketone","Ketone",NA,"CH"
"582","4-nitrocatechol",2020-12-19,0.000857428911826727,0.917582956552483,"C6H5NO4",0.666666667,44.28478367,1.566292445,1769,1769.512195,"Cat","Cat",NA,"CHON"
"583","4-hydroxybenzoic acid",2020-12-19,0.00089367348673734,0.932377042371545,"C7H6O3",0.428571429,40.59135967,0.887898265,1651,1651.219512,"Acid","Acid",NA,"CHO"
"584","4, 4 dimethoxy-benzophenone",2020-12-19,0.00140302183274016,0.948778066832213,"C15H14O3",0.2,58.25887241,1.446575825,2293,2293.548387,"Ketone","Ketone",NA,"CHO"
"585","3-5-dimethoxyphenol",2020-12-19,0.000820350746798223,0.980804273534185,"C8H10O3",0.375,36.4029407,0.87792188,1525,1525.68306,"Alcohol","Alcohol",NA,"CHO"
"586","16-OH C16 Acid, TMS",2020-12-19,0.00110513030464414,0.963850390393358,"C16H32O3",0.1875,61.4192249,0.688370565,2429,2429.824561,"Acid","Acid","LOOA","CHO"
"587","12-OH C18 Acid, TMS",2020-12-19,0.0012027690414091,0.990352983218949,"C18H36O3",0.166666667,62.29498523,0.69834695,2470,2470.175439,"Acid","Acid","LOOA","CHO"
