Compound.Name,assigned_cluster_1,anthro_influenced_1,influence_type_1,notes_1,assigned_cluster_2,anthro_influenced_2,influence_type_2,notes_2,ES_Comp_Name,Tracer_key,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,cumsum_ISrawnorm,vol_frac_1,vol_frac_2,Overlap_Class
1202_1412_blob_1372,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",697,limonox_S_blob_685,578,1.75E-05,0.023154976,NA,IOP1_BB
1202_1412_blob_1536,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",679,limonox_S_blob_685,578,7.00E-07,0.023154976,NA,IOP1_BB
1202_0046_blob_1667,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",646,limonox_S_blob_649,562,3.32E-06,0.023154976,NA,IOP1_BB
1129_1334_blob_1103,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,Quininic acid (5TMS),650,limonox_S_blob_725,551,1.36E-06,0.101396088,NA,IOP1_BB
1202_0046_blob_1273,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",684,limonox_S_blob_905,545,2.50E-05,0.023154976,NA,IOP1_BB
1202_1412_blob_1424,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",711,bcp_ox_L_blob_609,521,1.14E-05,0.101396088,NA,IOP1_BB
1202_0046_blob_1489,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",625,bcp_ox_L_blob_771,516,4.23E-05,0.101396088,NA,IOP1_BB
1128_1901_blob_1871,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"Propylbenzene, 1'-hydroxy-3,4,5-trimethoxy-2'-nitro-",657,limonox_S_blob_771,514,4.39E-05,0.023154976,NA,IOP1_BB
1202_1412_blob_1537,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"Prost-13-en-1-oic acid, 9-(methoxyimino)-11,15-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester, (8.xi.,12.xi.)-",642,bcp_ox_L_blob_704,499,1.23E-06,0.101396088,NA,IOP1_BB
1128_1901_blob_1236,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",654,apin_ox_S_blob_751,496,8.09E-06,0.023154976,NA,IOP1_BB
1202_1412_blob_602,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,2-Keto-3-methylvaleric acid eo-tms pk1,569,myrc_ox_L_blob_562,494,0.000178873,0.101396088,NA,IOP1_BB
1202_1412_blob_615,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"§-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",615,apin_ox_S_blob_590,480,6.35E-05,0.101396088,NA,IOP1_BB
1128_1901_blob_1811,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",559,bcp_ox_L_blob_988,480,4.59E-06,0.023154976,NA,IOP1_BB
1129_1334_blob_1448,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",695,limonox_S_blob_905,471,8.51E-06,0.101396088,NA,IOP1_BB
1202_1412_blob_1598,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",626,limonox_S_blob_701,464,2.18E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1814,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,apin_ox_S_blob_592,464,9.80E-06,0.023154976,NA,IOP1_BB
1202_1412_blob_1513,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",640,limonox_S_blob_687,460,3.44E-05,0.101396088,NA,IOP1_BB
1129_1334_blob_1381,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",693,limonox_S_blob_687,457,1.25E-05,0.101396088,NA,IOP1_BB
1202_0046_blob_1720,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",675,limonox_S_blob_583,456,2.10E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1589,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",674,limonox_S_blob_687,454,1.40E-05,0.023154976,NA,IOP1_BB
1129_1334_blob_1840,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1a,1aa,2a,5§,5a§,6§,8aa,9a,10aa)]-",616,bcp_ox_L_blob_758,452,2.34E-06,0.023154976,NA,IOP1_BB
1202_0046_blob_1586,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",701,limonox_S_blob_687,451,5.99E-06,0.101396088,NA,IOP1_BB
1202_0046_blob_1561,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,limonox_S_blob_701,448,2.96E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1343,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,limonox_S_blob_788,448,2.63E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1594,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,limonox_S_blob_687,446,1.42E-05,0.101396088,NA,IOP1_BB
1202_0046_blob_1756,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",695,limonox_S_blob_687,439,1.22E-05,0.023154976,NA,IOP1_BB
1202_1412_blob_1979,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,apin_ox_S_blob_751,436,1.38E-05,0.101396088,NA,IOP1_BB
1202_0046_blob_1847,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",676,limonox_S_blob_687,436,6.21E-06,0.023154976,NA,IOP1_BB
1128_1901_blob_1521,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,limonox_S_blob_687,435,3.28E-05,0.023154976,NA,IOP1_BB
1202_1412_blob_1732,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"13-Retinoic acid, (Z)-, TMS derivative",620,limonox_S_blob_687,433,4.54E-06,0.101396088,NA,IOP1_BB
1202_1412_blob_1756,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"Heptadecanoic acid, 9-methyl-, methyl ester",579,limonox_S_blob_687,433,3.37E-06,0.101396088,NA,IOP1_BB
1128_1901_blob_1684,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"8-Methoxy-1,3,4,5-tetrahydro-2H-1-benzazepin-2-one, TBDMS derivative",615,bcp_ox_L_blob_641,433,2.36E-06,0.023154976,NA,IOP1_BB
1202_1412_blob_1431,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,limonox_S_blob_701,432,9.65E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1807,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"§-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",658,limonox_S_blob_687,432,1.87E-06,0.101396088,NA,IOP1_BB
1202_0046_blob_1560,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",718,limonox_S_blob_687,429,3.25E-05,0.023154976,NA,IOP1_BB
1202_0046_blob_1379,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,limonox_S_blob_687,427,7.27E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1161,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"3,4,7,8-Tetraazatricyclo[4.2.2.0(1,5)]dec-9-ene-3,4:7,8-bis(N-methyldicarboximide), 2,2-diphenyl-",626,myrc_ox_L_blob_548,418,2.39E-05,0.023154976,NA,IOP1_BB
1202_0046_blob_1829,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,limonox_S_blob_701,418,1.38E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1339,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,bcp_ox_L_blob_988,417,3.74E-05,0.101396088,NA,IOP1_BB
1128_1901_blob_1706,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",573,limonox_S_blob_1216,417,2.88E-05,0.023154976,NA,IOP1_BB
1202_0046_blob_1764,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"13-Retinoic acid, (Z)-, TMS derivative",665,apin_ox_S_blob_751,417,1.30E-05,0.023154976,NA,IOP1_BB
1128_1901_blob_1349,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,cis-10-Nonadecenoic acid,682,apin_ox_S_blob_595,416,5.85E-06,0.023154976,NA,IOP1_BB
1202_1412_blob_1780,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",673,limonox_S_blob_701,413,2.65E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1902,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,4-hydroxytestosterone,618,limonox_S_blob_687,396,1.92E-05,0.023154976,NA,IOP1_BB
1129_1334_blob_1337,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"Methyl galactoside (1R,2R,3S,4S,5R)-, 4TMS derivative",755,apin_ox_S_blob_592,396,7.56E-07,0.101396088,NA,IOP1_BB
1202_0046_blob_2055,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",640,limonox_S_blob_905,394,1.13E-05,0.101396088,NA,IOP1_BB
1202_1412_blob_1751,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",701,limonox_S_blob_701,386,1.08E-05,0.101396088,NA,IOP1_BB
1202_0046_blob_1927,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",675,limonox_S_blob_687,375,3.78E-06,0.101396088,NA,IOP1_BB
1129_1334_blob_1726,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"4-Hydroxybenzaldehyde, TMS derivative",793,bcp_ox_L_blob_789,354,5.11E-06,0.023154976,NA,IOP1_BB
1128_1901_blob_868,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",627,bcp_ox_L_blob_18,352,9.01E-06,0.023154976,NA,IOP1_BB
1129_1334_blob_1556,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,Phorbol,620,limonox_S_blob_701,351,6.01E-06,0.023154976,NA,IOP1_BB
1128_1901_blob_897,6,TRUE,BB,NA,NA,NA,NA,NA,NA,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",625,limonox_S_blob_687,349,2.44E-05,0.023154976,NA,IOP1_BB
1221_0832_blob_914,10,TRUE,BB,Levoglucosan here,NA,NA,NA,NA,C33,NA,tert-Hexadecanethiol,741,apin_ox_S_blob_751,344,7.44E-05,0.101396088,NA,IOP1_BB
Blob with BlobID = 7,5,FALSE,NA,IEPOX and LOOOA,NA,NA,NA,NA,NA,NA,"Bis(tert-butyldimethylsilyl) 2,3-bis((tert-butyldimethylsilyl)thio)succinate",608,NA,NA,0.000377117,0.020926693,NA,
1202_1412_blob_658,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"Butanedioic acid, 2TMS derivative",921,apin_ox_L_blob_1,923,0.000158903,0.043048537,NA,
1128_1901_blob_879,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Citronellol, TMS derivative",711,apin_ox_S_blob_581,876,7.45E-05,0.046678541,NA,
1129_1334_blob_1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Propanedioic acid, 2TMS derivative",809,myrc_ox_L_blob_588,814,NA,NA,NA,
1128_1901_blob_1043,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,limonox_L_blob_615,770,0.000135716,0.043048537,NA,
1128_1901_blob_719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1R,2R,3S,5R)-(-)-2,3-Pinanediol",693,apin_ox_L_blob_536,766,NA,NA,NA,
1128_1901_fb_add_blob_1,NA,NA,NA,NA,NA,NA,NA,NA,C16 Acid,NA,"Palmitic Acid, TMS derivative",881,myrc_ox_L_blob_548,763,NA,NA,NA,
1128_1901_fb_add_blob_7,NA,NA,NA,NA,NA,NA,NA,NA,C18 Acid,NA,"Stearic acid, TMS derivative",897,myrc_ox_L_blob_569,760,NA,NA,NA,
1129_1334_blob_1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-Pentenoic acid, 4-methyl-",683,apin_ox_S_blob_672,739,NA,NA,NA,
1128_1901_blob_789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diethylene glycol, 2TMS derivative",781,limonox_S_blob_619,735,NA,NA,NA,
1205_0335_blob_979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9-Decen-1-ol, TBDMS derivative",619,myrc_ox_L_blob_754,691,NA,NA,NA,
1129_1334_blob_964,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,[4-({[tert-Butyl(dimethyl)silyl]oxy}methyl)cyclohexyl]methanol,701,limonox_S_blob_635,681,5.75E-06,0.046678541,NA,
1129_1334_blob_1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfuric acid, 2TMS derivative",782,apin_ox_L_blob_555,672,NA,NA,NA,
1128_1901_blob_964,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",659,limonox_S_blob_720,658,5.28E-06,0.046678541,NA,
1128_1901_blob_1333,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",636,myrc_ox_L_blob_742,650,2.23E-05,0.043048537,NA,
1128_1901_blob_645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,3-Butanediol, 2TMS derivative",742,limonox_S_blob_619,648,NA,NA,NA,
1216_0703_blob_840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-Penten-3-one, 4(R)-t-butyldimethylsilyloxy-",701,limonox_L_blob_629,646,NA,NA,NA,
1129_1334_blob_1352,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",620,limonox_L_blob_559,645,1.77E-05,0.046678541,NA,
1128_1901_blob_1459,5,FALSE,NA,IEPOX and LOOOA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,limonox_L_blob_554,644,1.15E-05,0.020926693,NA,
1221_0832_blob_1123,4,FALSE,NA,some HC influence but not clear,NA,NA,NA,NA,NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",657,limonox_S_blob_790,644,7.20E-06,0.033971825,NA,
1128_1901_blob_1517,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,limonox_S_blob_725,640,1.81E-06,0.043048537,NA,
1128_2052_blob_1065,5,FALSE,NA,IEPOX and LOOOA,NA,NA,NA,NA,NA,NA,"Octanedioic acid, 4-isopropyl-, dimethyl ester",621,bcp_ox_L_blob_654,638,1.51E-05,0.020926693,NA,
1221_0832_blob_1224,5,FALSE,NA,IEPOX and LOOOA,NA,NA,NA,NA,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",634,limonox_S_blob_823,636,1.42E-06,0.020926693,NA,
1221_2326_blob_862,4,FALSE,NA,some HC influence but not clear,NA,NA,NA,NA,NA,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",627,limonox_L_blob_611,634,4.97E-05,0.033971825,NA,
1128_1901_blob_1735,5,FALSE,NA,IEPOX and LOOOA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",609,limonox_S_blob_720,630,2.61E-06,0.020926693,NA,
1221_0832_blob_1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",659,limonox_S_blob_757,629,NA,NA,NA,
1202_1412_blob_1152,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",766,bcp_ox_L_blob_678,629,1.24E-05,0.046678541,NA,
1221_0832_blob_1164,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",646,myrc_ox_L_blob_709,628,5.25E-05,0.063370583,NA,
1128_1901_blob_1509,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",633,limonox_S_blob_716,628,7.56E-07,0.046678541,NA,
1128_1901_blob_1732,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"§-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",645,limonox_S_blob_720,626,2.66E-06,0.046678541,NA,
1128_1901_blob_1075,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"Tripropylene glycol monomethyl ether, TMS derivative",597,myrc_ox_L_blob_631,625,1.21E-05,0.043048537,NA,
1221_0832_blob_1195,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",674,limonox_S_blob_593,624,2.05E-05,0.043048537,NA,
1221_0832_blob_1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",664,limonox_S_blob_847,622,NA,NA,NA,
1202_1412_blob_1585,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",628,myrc_ox_L_blob_560,622,8.93E-06,0.043048537,NA,
1221_0832_blob_1177,7,FALSE,NA,total myserty,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",641,limonox_S_blob_888,617,6.40E-06,0.057495434,NA,
1202_1412_blob_1458,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,myrc_ox_L_blob_630,616,1.19E-05,0.043048537,NA,
1128_1901_blob_1461,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",644,limonox_S_blob_720,613,1.40E-05,0.046678541,NA,
1129_1334_blob_1297,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"1,12-Dodecanediol, 2TMS derivative",613,limonox_S_blob_746,611,7.89E-06,0.046678541,NA,
1221_0832_blob_1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",585,myrc_ox_L_blob_591,610,NA,NA,NA,
1221_0832_blob_1155,4,FALSE,NA,some HC influence but not clear,NA,NA,NA,NA,NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",648,limonox_S_blob_697,609,2.51E-05,0.033971825,NA,
1128_1901_blob_1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-Oxiranemethanol, a,alpha.-dimethyl-3-[1-(t-butyldimethylsilyloxy)pentyl]-",634,limonox_S_blob_860,608,NA,NA,NA,
1129_1334_blob_2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfuric acid, 2TMS derivative",760,apin_ox_S_blob_592,604,NA,NA,NA,
1129_1334_blob_833,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,limonox_S_blob_649,604,3.05E-05,0.046678541,NA,
1128_1901_blob_1567,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-L-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic methylboronate",627,limonox_S_blob_755,603,5.13E-06,0.046678541,NA,
1129_1334_blob_1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-Retinoic acid, (Z)-, TMS derivative",605,limonox_S_blob_706,602,NA,NA,NA,
1221_2326_blob_871,4,FALSE,NA,some HC influence but not clear,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",626,limonox_S_blob_725,602,1.35E-06,0.033971825,NA,
1128_1901_blob_1306,7,FALSE,NA,total myserty,NA,NA,NA,NA,NA,NA,"i-Propyl 6,9,12-hexadecatrienoate",692,bcp_ox_L_blob_989,599,2.80E-05,0.057495434,NA,
1129_1334_blob_1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfuric acid, 2TMS derivative",741,apin_ox_S_blob_592,598,NA,NA,NA,
1128_1901_blob_2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-Oxooctanoic acid, 2-trimethylsilylethyl ester",589,myrc_ox_L_blob_729,598,NA,NA,NA,
1221_0832_blob_1282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",665,limonox_S_blob_685,597,NA,NA,NA,
1128_1901_blob_1464,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,limonox_S_blob_716,597,1.13E-05,0.046678541,NA,
1221_0832_blob_19,7,FALSE,NA,total myserty,NA,NA,NA,NA,NA,NA,"Triethylene glycol, 2TMS derivative",870,myrc_ox_L_blob_571,594,0.000592107,0.057495434,NA,
