"","Compound.Name","cluster_vol.z1","cluster_vol.z2","cluster_vol.z3","cluster_vol.z4","cluster_vol.z5","cluster_vol.z6","bbvol","anthrovol","cluster","max_corr","Assigned_Option_1","Assigned_Option_2","Assigned_option_3","Assigned_option_4","Notes","BlobID","Library Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"819","1213_2145_blob_816",0.142992703,0.42398408,0.313722448,-0.099750982,-0.162576344,0.243008498,0.632124485,0.182956593,NA,"bbvol","2b","2b","2b","2b",NA,816,"amz_lib_1213_2145","C7 acid",403,475,2017.647059,NA,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",650,670,NA,"C21H50N2O6Si4",538,"apin_ox_S_blob_592",533,673,NA
"820","1129_1334_blob_1264",0.10795405,0.412129522,0.472948249,-0.358633984,-0.274347431,0.181151485,0.790882245,0.152331141,NA,"bbvol","2b","2b","2b","2b",NA,1264,"amz_lib_1129_1334","C7 acid",437,558,2343.548387,NA,"d-Galactofuranose, 1-C-(2-heptyl-1,3-dithian-2-yl)-2,3,5,6-tetra-O-trimethylsilyl-",655,673,NA,"C29H64O6S2Si4",684,"limonox_S_blob_633",419,517,NA
"821","1129_1334_blob_1337",0.263639246,0.395355506,0.077061044,-0.200883912,-0.087474993,0.061576358,0.461949418,0.392725649,NA,"bbvol","2b","2b","2b","2b",NA,1337,"amz_lib_1129_1334","beta-caryophyllinic acid, TMS",501,569,2050.37037,2060,"Methyl galactoside (1R,2R,3S,4S,5R)-, 4TMS derivative",755,847,NA,"C19H46O6Si4",482,"apin_ox_S_blob_592",396,551,NA
"822","1129_1334_blob_584",0.248659554,0.384048021,0.077049145,-0.200203861,-0.090332413,0.073470578,0.467134201,0.365259811,NA,"bbvol","2b","2b","2b","2b",NA,584,"amz_lib_1129_1334","C7 acid",357,470,1877.852349,NA,"1,5-Anhydrohexitol, 4TMS derivative",845,925,1843,"C18H44O5Si4",452,"limonox_S_blob_649",479,565,1868
"823","1202_1412_blob_1732",0.02377922,0.382925055,0.500476411,-0.241997385,-0.204530386,0.193873256,0.616178359,0.078594828,NA,"bbvol","2b","2b","2b","2b",NA,1732,"amz_lib_1202_1412","linoleic Acid, TMS",514,579,2252.8,2245,"13-Retinoic acid, (Z)-, TMS derivative",620,642,NA,"C23H36O2Si",372,"limonox_S_blob_687",433,619,NA
"824","1202_0046_blob_1720",-0.022084222,0.380026384,0.538938693,-0.040098186,-0.206436046,0.315243652,0.557054672,0.025424229,NA,"bbvol","2b","2b","2b","2b",NA,1720,"amz_lib_1202_0046","C7 acid",408,533,2083.823529,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",675,716,NA,"C13H26BNO6Si",331,"limonox_S_blob_583",456,537,2078
"825","1129_1334_blob_1097",0.069243509,0.366810799,0.407895518,-0.445927099,-0.29469137,0.102035038,0.624295347,0.153280974,NA,"bbvol","2b","2b","2b","2b",NA,1097,"amz_lib_1129_1334","threitol",510,526,1519.565217,1521,"2-Methyl-1,3-butanediol, 2TMS derivative",728,832,NA,"C11H28O2Si2",248,"myrc_ox_L_blob_592",624,668,1528
"826","1129_1334_blob_627",0.041132522,0.360668387,0.307841782,-0.378069081,-0.295540739,0.065272103,0.672788755,0.130696639,2,"bbvol","2b","2b","2b","2b",NA,627,"amz_lib_1129_1334","levoglucosan",626,637,1729.69697,1726,"ﬂ-D-Galactopyranoside, methyl 2,4,6-tris-O-(trimethylsilyl)-, acetate",736,804,NA,"C18H40O7Si3",452,"myrc_ox_L_blob_547",583,597,1723
"827","1221_0832_blob_988",0.166544888,0.353340602,0.14894985,-0.293175794,-0.17858354,0.056375441,0.529186339,0.294194482,NA,"bbvol","2b","2b","2b","2b",NA,988,"amz_lib_1221_0832","C7 acid",371,451,1969.127517,NA,"4-Coumaric acid, 2TMS derivative",695,861,1949,"C15H24O3Si2",308,"limonox_S_blob_685",486,576,1963
"828","1213_2145_blob_1472",0.223864189,0.352820905,0.467390351,-0.125808639,0.018037325,0.252086725,0.498426774,0.055147849,NA,"bbvol","2b","2b","2b","2b",NA,1472,"amz_lib_1213_2145","beta-caryophyllonic acid, TMS",536,584,1924.832215,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",670,690,NA,"C13H26BNO6Si",331,"limonox_S_blob_847",553,598,1925
"829","1202_1412_blob_1513",0.047073886,0.35192126,0.473356629,-0.188233697,-0.126751298,0.267076398,0.473830178,0.123620347,NA,"bbvol","2b","2b","2b","2b",NA,1513,"amz_lib_1202_1412","C7 acid",423,531,2154.074074,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",640,657,NA,"C28H50O4Si2",506,"limonox_S_blob_687",460,622,NA
"830","1129_1334_blob_1103",0.188513497,0.347115803,0.32736133,-0.113772924,-0.080795254,0.133218084,0.428970577,0.269481801,NA,"bbvol","2b","2b","2b","2b",NA,1103,"amz_lib_1129_1334","C7 acid",350,492,1900.671141,NA,"Quininic acid (5TMS)",650,804,1851,"C22H52O6Si5",552,"limonox_S_blob_725",551,686,1893
"831","1221_0832_blob_1051",0.077043087,0.339681997,0.130149668,0.322800892,0.082796539,0.234224931,0.346645757,0.155552345,NA,"bbvol","2b","2b","2b","2b",NA,1051,"amz_lib_1221_0832","beta-nocaryophyllonic acid, TMS",433,490,1995.973154,1985,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",611,613,NA,"C23H48O2Si2",412,"limonox_S_blob_788",508,553,1989
"832","1129_1334_blob_672",0.158560739,0.319611534,0.113975993,-0.184743064,-0.093379305,0.139676874,0.469053862,0.212852833,NA,"bbvol","2b","2b","2b","2b",NA,672,"amz_lib_1129_1334","C9 Diacid (azelaic acid)",137,504,1855.033557,1822,"D-Pinitol, pentakis(trimethylsilyl) ether",826,908,1815,"C22H54O6Si5",554,"limonox_S_blob_632",413,493,1862
"833","1202_1412_blob_1807",0.169991609,0.318417265,0.007553854,-0.147618956,-0.057853771,0.050475542,0.327763982,0.287199949,NA,"bbvol","2b","2b","2b","2b",NA,1807,"amz_lib_1202_1412","beta-caryophyllinic acid, TMS",555,611,2054.814815,2060,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",658,700,NA,"C14H31BO6Si2",362,"limonox_S_blob_687",432,592,NA
"834","1129_1334_blob_660",0.057079518,0.316126523,0.294848513,-0.266313785,-0.247442568,0.051503157,0.542608309,0.152236874,NA,"bbvol","2b","2b","2b","2b","vanillic acid, bboa",660,"amz_lib_1129_1334","vanillic acid",856,881,1787.878788,1789,"Isovanillic acid, 2TMS derivative",660,873,1761,"C14H24O4Si2",312,"bcp_ox_L_blob_647",427,529,1780
"835","1129_1334_blob_1469",0.067846427,0.312735647,0.450631749,-0.658161435,-0.539688406,-0.117158879,0.542855561,0.066458674,NA,"bbvol","2b","2b","2b","2b",NA,1469,"amz_lib_1129_1334","C7 acid",359,470,1563.043478,NA,"1,8-Dimethyl-9-thioureido-3,6-diazahomoadamantane",574,636,NA,"C12H22N4S",254,"limonox_S_blob_686",592,675,1562
"836","1221_0832_blob_1130",0.21062618,0.301978392,0.190398414,0.116112924,0.016718997,0.226310282,0.381927,0.001470903,6,"bbvol","6","6","2b","2b",NA,1130,"amz_lib_1221_0832","beta-nocaryophyllinic acid, TMS",502,586,2140.740741,2127,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",641,692,NA,"C18H34OSi",294,"limonox_S_blob_905",481,654,2120
"837","1213_2145_blob_863",-0.069268424,0.277447113,0.49245333,-0.317959094,-0.310785069,0.152589003,0.693134857,-0.045245542,NA,"bbvol","2b","2b","2b","2b",NA,863,"amz_lib_1213_2145","C28 acid",847,851,3291.954023,3291,"Trimethylsilyl octacosanoate",735,744,3229,"C31H64O2Si",496,"bcp_ox_L_blob_18",544,581,NA
"838","1128_1901_blob_1091",0.067053615,0.263807356,0.28859783,-0.131912881,-0.114417342,0.241165334,0.508675599,0.039786328,NA,"bbvol","2b","2b","2b","2b",NA,1091,"amz_lib_1128_1901","C27",48,524,2700.934579,2750,"8-Octadecenal",576,580,NA,"C18H34O",266,"apin_ox_S_blob_751",323,372,NA
"839","1202_0046_blob_1273",0.038497929,0.261573874,0.394940331,0.011157067,0.027335137,0.109560456,0.416635823,0.015019453,NA,"bbvol","2b","2b","2b","2b",NA,1273,"amz_lib_1202_0046","beta-nocaryophyllinic acid, TMS",542,565,2130.882353,2127,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",684,737,NA,"C13H26BNO6Si",331,"limonox_S_blob_905",545,688,2120
"840","1129_1334_blob_1301",-0.075043455,0.250636039,0.253352484,-0.300553763,-0.260302023,0.223710856,0.703169707,-0.016464745,NA,"bbvol","2b","2b","2b","2b",NA,1301,"amz_lib_1129_1334","erythreitol",676,723,1530.434783,1528,"Deoxyribopyranose, tris(trimethylsilyl) ether (isomer 2)",703,732,1502,"C14H34O4Si3",350,"myrc_ox_L_blob_846",635,664,1529
"841","1202_1412_blob_1537",0.061943462,0.245900261,0.207619987,-0.287405956,-0.197947649,-0.043332826,0.48669839,0.141658515,NA,"bbvol","2b","2b","2b","2b",NA,1537,"amz_lib_1202_1412","C7 acid",354,485,1902.013423,NA,"Prost-13-en-1-oic acid, 9-(methoxyimino)-11,15-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester, (8.xi.,12.xi.)-",642,646,NA,"C30H61NO5Si3",599,"bcp_ox_L_blob_704",499,598,1903
"842","1206_0924_blob_102",0.283950777,0.245305966,0.439301387,-0.267071459,-0.228006613,0.117672534,0.567138242,-0.031552412,NA,"bbvol","2b","2b","2b","2b",NA,102,"amz_lib_1206_0924","C7 acid",554,625,2985.714286,NA,"Pentacosanoic acid, trimethylsilyl ester",823,825,2923,"C28H58O2Si",454,"limonox_S_blob_687",519,592,NA
"843","1128_1901_blob_1294",0.015773646,0.234748587,0.248861723,-0.078664536,0.123272094,0.130335571,0.250668372,0.116488336,NA,"bbvol","2b","2b","2b","2b",NA,1294,"amz_lib_1128_1901","C7 acid",488,559,2544.347826,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",667,730,NA,"C18H34OSi",294,"limonox_S_blob_687",467,559,NA
"844","1128_1901_blob_917",0.124106722,0.22954572,0.552610787,-0.458343295,-0.310454338,0.016096252,0.562388106,0.032657207,NA,"bbvol","2b","2b","2b","2b",NA,917,"amz_lib_1128_1901","C7 acid",592,664,2580.869565,NA,"Heneicosanoic acid, TMS derivative",752,765,2534,"C24H50O2Si",398,"limonox_S_blob_687",543,614,NA
"845","1213_2145_blob_811",0.080458366,0.224975937,0.19396659,-0.205458044,-0.124134312,0.074149246,0.366164436,0.142424736,NA,"bbvol","2b","2b","2b","2b",NA,811,"amz_lib_1213_2145","C7 acid",550,650,1864.42953,NA,"D-Gluco-Hexodialdodifuranoside, dimethyl 2,5-bis-O-(trimethylsilyl)-",602,646,NA,"C14H30O6Si2",350,"limonox_S_blob_649",571,606,1868
"846","1221_0832_blob_662",0.035859316,0.224775299,0.399663725,-0.188282676,-0.248304012,0.166592502,0.604131682,-0.10945731,NA,"bbvol","2b","2b","2b","2b",NA,662,"amz_lib_1221_0832","C29",813,813,2953.535354,2955,"2-Bromotetradecane",832,851,NA,"C14H29Br",276,"limonox_S_blob_789",0,592,1613
"847","1128_1901_blob_694",0.071663341,0.217998032,0.558657402,-0.479670371,-0.414166954,0.107939248,0.590941111,-0.099671993,NA,"bbvol","2b","2b","2b","2b",NA,694,"amz_lib_1128_1901","C7 acid",595,662,2783.17757,NA,"Trimethylsilyl tricosanoate",843,862,2732,"C26H54O2Si",426,"bcp_ox_L_blob_18",538,601,NA
"848","1202_0046_blob_891",-0.151195751,0.211870294,0.510529097,-0.087543276,-0.15633207,0.222816309,0.562867954,-0.118458563,NA,"bbvol","2b","2b","2b","2b",NA,891,"amz_lib_1202_0046","C7 acid",444,596,1810.810811,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",711,775,NA,"C13H26BNO6Si",331,"limonox_S_blob_875",607,698,1823
"849","1213_2145_blob_976",-0.048367228,0.206346318,0.443245287,-0.22962402,-0.267163343,0.054980935,0.624667303,-0.072772264,NA,"bbvol","2b","2b","2b","2b",NA,976,"amz_lib_1213_2145","C7 acid",612,630,3488.172043,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",750,800,NA,"C14H29FO2Si",276,"limonox_S_blob_687",565,590,NA
"850","1221_0832_blob_743",-0.15565663,0.187840868,0.45493687,-0.098029976,-0.151382661,0.261632264,0.599765264,-0.119892277,NA,"bbvol","2b","2b","2b","2b",NA,743,"amz_lib_1221_0832","mannosan",553,644,1718.292683,1706,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",679,753,NA,"C15H30O5Si",318,"myrc_ox_L_blob_709",670,706,1709
"851","1202_0046_blob_976",-0.122632287,0.187797636,0.379634521,-0.202331913,-0.261989564,0.245897163,0.723022088,-0.120910565,NA,"bbvol","2b","2b","2b","2b",NA,976,"amz_lib_1202_0046","C7 acid",393,559,1808.108108,NA,"13-Retinoic acid, (Z)-, TMS derivative",625,626,NA,"C23H36O2Si",372,"limonox_L_blob_644",605,645,1808
"852","1221_0832_blob_914",0.003414184,0.185312088,0.062456279,0.314826526,0.178803705,0.23353332,0.414614278,0.078023574,NA,"bbvol","2b","2b","2b","2b",NA,914,"amz_lib_1221_0832","C33",719,737,3360.91954,3363,"tert-Hexadecanethiol",741,748,NA,"C16H34S",258,"apin_ox_S_blob_751",344,383,NA
"853","1206_0924_blob_514",0.071216063,0.185216943,0.034935309,-0.145067271,-0.073344313,0.119499853,0.35423359,0.070193264,NA,"bbvol","2b","2b","2b","2b",NA,514,"amz_lib_1206_0924","C26 acid",362,458,3097.777778,3088,"13-Retinoic acid, (Z)-, TMS derivative",667,699,NA,"C23H36O2Si",372,"limonox_S_blob_687",367,571,NA
"854","1202_1412_blob_1979",-0.119361805,0.172331446,0.319790937,-0.399191734,-0.329450692,0.044260539,0.534431817,-0.021188867,NA,"bbvol","2b","2b","2b","2b",NA,1979,"amz_lib_1202_1412","16-OH C16 Acid, TMS",636,649,2428.070175,2429,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,673,NA,"C13H26BNO6Si",331,"apin_ox_S_blob_751",436,576,NA
"855","1206_0924_blob_47",0.05977248,0.161198409,0.01432243,-0.143255404,-0.060065191,0.102670361,0.322339679,0.056594655,NA,"bbvol","2b","2b","2b","2b",NA,47,"amz_lib_1206_0924","lupeol",548,678,3465.882353,3483,"Tricyclo[5.4.3.0(1,8)]tetradecan-3-ol-9-one, 4-ethenyl-6-(2-hydroxyacetoxy)-2,4,7,14-tetramethyl-",670,676,NA,"C22H34O5",378,"bcp_ox_L_blob_702",0,591,1761
"856","1128_1901_fb_add_blob_633",0.08571191,0.157984056,0.401123185,0.439365353,0.106669037,0.333671856,0.505414327,0.023700296,NA,"bbvol","2b","2b","2b","2b",NA,633,"amz_lib_1128_1901_fb_add","C22 acid",879,880,2682.242991,2684,"Behenic acid, TMS derivative",850,853,2644,"C25H52O2Si",412,"limonox_S_blob_687",538,615,NA
"857","1221_0832_blob_747",-0.058835012,0.155253169,0.349626554,-0.002036625,-0.044922105,0.441078692,0.634428147,-0.159055568,NA,"bbvol","2b","2b","2b","2b",NA,747,"amz_lib_1221_0832","pinic acid 2",353,596,1701.219512,1697,"2,6-dimethoxybenzene-1,4-bis(trimethylsilyloxy)-",665,775,NA,"C14H26O4Si2",314,"limonox_S_blob_595",399,593,1701
"858","1202_0046_blob_817",-0.038174546,0.15246271,0.455064809,-0.308750931,-0.263483009,0.082897189,0.480886766,-0.037684627,NA,"bbvol","2b","2b","2b","2b",NA,817,"amz_lib_1202_0046","syringaldehyde",748,818,1725.609756,1726,"Syringaldehyde, TMS derivative",756,832,1658,"C12H18O4Si",254,"limonox_S_blob_593",482,504,1732
"859","1202_0046_blob_1040",-0.077280672,0.144403305,0.409522106,-0.406586117,-0.319141846,-0.086364341,0.451174828,-0.068601973,NA,"bbvol","2b","2b","2b","2b",NA,1040,"amz_lib_1202_0046","C10 diacid (sebacic acid)",432,478,1917.567568,1922,"1,8-Dioxa-5-thiaoctane, 8-(9-borabicyclo[3.3.1]non-9-yl)-3-(9-borabicyclo[3.3.1]non-9-yloxy)-1-phenyl-",582,641,NA,"C27H42B2O3S",468,"limonox_L_blob_581",495,556,1925
"860","1206_0924_blob_93",-0.10104218,0.143251643,0.304460609,-0.284290898,-0.238802174,0.034430431,0.544002385,-0.138215299,NA,"bbvol","2b","2b","2b","2b",NA,93,"amz_lib_1206_0924","C7 acid",329,423,2993.877551,NA,"1-Hexacosanol, TMS derivative",833,835,2940,"C29H62OSi",454,"bcp_ox_L_blob_18",333,425,NA
"861","1221_0832_blob_785",-0.056378612,0.141746362,0.229698366,-0.053600241,-0.084843331,0.190014373,0.464979537,-0.088737277,NA,"bbvol","2b","2b","2b","2b",NA,785,"amz_lib_1221_0832","C31",822,830,3156.521739,3159,"Sulfurous acid, octadecyl pentyl ester",812,855,NA,"C23H48O3S",404,"apin_ox_S_blob_751",314,342,NA
"862","1128_1901_blob_1028",-0.054201503,0.130313919,0.45688611,-0.353087556,-0.380369742,0.111949127,0.496515255,-0.130314647,NA,"bbvol","2b","2b","2b","2b",NA,1028,"amz_lib_1128_1901","monostearin TMS",458,493,2792.523364,2788,"1-Tetracosanol, TMS derivative",724,745,NA,"C27H58OSi",426,"apin_ox_S_blob_751",393,490,NA
"863","1129_1334_blob_761",0.054089719,0.128010102,-0.093374631,-0.246418354,-0.172019896,0.106585782,0.240522838,0.108844343,NA,"bbvol","2b","2b","2b","2b",NA,761,"amz_lib_1129_1334","C24",653,657,2446.956522,2443,"1-Dodecanol, 2-octyl-",831,838,NA,"C20H42O",298,"apin_ox_S_blob_751",328,362,NA
"864","1206_0924_blob_429",0.041868691,0.122281492,-0.014429503,-0.135407683,-0.039637915,0.07578691,0.266605034,0.035860097,NA,"bbvol","2b","2b","2b","2b",NA,429,"amz_lib_1206_0924","deoxycholic Acid",295,642,3386.046512,3347,"Propanoic acid, 2-methyl-, (dodecahydro-6a-hydroxy-9a-methyl-3-methylene-2,9-dioxoazuleno[4,5-b]furan-6-yl)methyl ester, [3aS-(3aa,6ﬂ,6aa,9aﬂ,9ba)]-",670,704,NA,"C19H26O6",350,"limonox_S_blob_687",392,537,NA
"865","1129_1334_blob_1008",-0.07167254,0.1183993,0.235327541,0.157931505,-0.082254765,0.321511775,0.396367987,-0.107622003,NA,"bbvol","2b","2b","2b","2b",NA,1008,"amz_lib_1129_1334","C7 acid",364,519,1809.395973,NA,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,746,NA,"C14H44O6Si7",504,"myrc_ox_L_blob_714",494,631,1804
"866","1128_1901_fb_add_blob_586",0.092414767,0.11688289,0.526152479,-0.010261876,-0.150273195,0.333082215,0.548729174,-0.161724026,3,"bbvol","3","3","2b","2b",NA,586,"amz_lib_1128_1901_fb_add","C24 acid",939,939,2884.848485,2886,"Lignoceric acid, TMS derivative",896,913,2838,"C27H56O2Si",440,"bcp_ox_L_blob_18",513,591,NA
"867","1206_0924_blob_493",-0.074567477,0.11428717,0.207992787,-0.224754517,-0.188749797,0.040880193,0.464738286,-0.105019755,NA,"bbvol","2b","2b","2b","2b",NA,493,"amz_lib_1206_0924","beta-sitosterol",593,686,3397.674419,3406,"4'-Apo-ﬂ,.psi.-carotenoic acid",676,676,NA,"C35H46O2",498,"limonox_S_blob_687",396,565,NA
"868","1221_0832_blob_936",-0.121044858,0.111730788,0.117306457,0.137399097,0.056452712,0.388173874,0.39602545,-0.084046591,NA,"bbvol","2b","2b","2b","2b",NA,936,"amz_lib_1221_0832","farnesol",617,660,1838.926174,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",631,640,NA,"C13H26BNO6Si",331,"limonox_S_blob_754",629,666,1831
"869","1206_0924_blob_234",0.036519972,0.110411892,-0.022383843,-0.132152688,-0.033598563,0.067655046,0.248894482,0.02976392,NA,"bbvol","2b","2b","2b","2b",NA,234,"amz_lib_1206_0924","lupeol",0,650,3316.27907,3483,"1,2,6a,6b,9,9,12a-Heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,12,12a,12b,13,14b-octahydropicene-4a-carboxylic acid, methyl ester",791,810,NA,"C31H48O2",452,"limonox_S_blob_687",344,401,NA
"870","1128_1901_blob_958",-0.061426821,0.109271187,0.164344405,-0.342396951,-0.251309174,-0.269749297,0.227678602,-0.088024694,NA,"bbvol","2b","2b","2b","2b",NA,958,"amz_lib_1128_1901","C7 acid",386,449,2151.470588,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",557,596,NA,"C18H34OSi",294,"limonox_S_blob_687",402,489,NA
"871","1202_1412_blob_1309",-0.086714938,0.10876861,0.145765468,-0.075090964,-0.116193901,0.275940134,0.396675564,-0.109568363,NA,"bbvol","2b","2b","2b","2b",NA,1309,"amz_lib_1202_1412","pinic acid 1",599,665,1693.333333,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",720,740,NA,"C13H26BNO6Si",331,"limonox_S_blob_665",676,737,1691
"872","1202_0046_blob_2055",-0.080018231,0.100675453,0.19084589,-0.16249542,-0.149153686,0.064896399,0.291247085,-0.011741181,NA,"bbvol","2b","2b","2b","2b",NA,2055,"amz_lib_1202_0046","C7 acid",412,552,2151.470588,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",640,672,NA,"C14H31BO6Si2",362,"limonox_S_blob_905",394,665,2120
"873","1202_1412_blob_1424",-0.000537128,0.09988849,0.238337607,-0.010169297,-0.00443835,0.27936589,0.424673037,-0.144183128,NA,"bbvol","2b","2b","2b","2b",NA,1424,"amz_lib_1202_1412","beta-caryophyllinic acid, TMS",592,649,2056.296296,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",711,770,NA,"C13H26BNO6Si",331,"bcp_ox_L_blob_609",521,588,2064
"874","1213_2145_blob_732",0.010724044,0.096960734,0.472857344,-0.351600834,-0.427024066,0.117893896,0.568898463,-0.20441515,NA,"bbvol","2b","2b","2b","2b",NA,732,"amz_lib_1213_2145","C26 acid",875,876,3088.172043,3088,"Hexacosanoic acid, TMS derivative",794,796,3036,"C29H60O2Si",468,"limonox_S_blob_687",556,598,NA
"875","1205_0335_blob_1042",-0.078853861,0.089020086,0.01750776,-0.207415193,-0.091935342,0.176148112,0.475228194,-0.094209115,NA,"bbvol","2b","2b","2b","2b",NA,1042,"amz_lib_1205_0335","a-Amyrin",136,749,3415.384615,3479,"4,4,6a,6b,8a,11,11,14b-Octamethyl-1,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-octadecahydro-2H-picen-3-one",783,793,NA,"C30H48O",424,"limonox_S_blob_633",309,436,NA
"876","1129_1334_blob_1209",-0.043077312,0.084908572,0.161065765,-0.215469122,-0.155490481,-0.158985915,0.203250064,0.027509851,NA,"bbvol","2b","2b","2b","2b",NA,1209,"amz_lib_1129_1334","beta-caryophyllinic acid, TMS",400,646,2041.481481,2060,"Anthiaergosta-5,7,9-trien-3-one",572,630,NA,"C28H42O",394,"bcp_ox_L_blob_641",432,512,2030
"877","1202_1412_blob_1332",-0.152643735,0.082587965,0.201772077,0.020005329,0.020682035,0.049308178,0.265969748,-0.144599418,NA,"bbvol","2b","2b","2b","2b",NA,1332,"amz_lib_1202_1412","C7 acid",367,441,2096.296296,NA,"7-Hydroxy-9-[2-(3-hydroxy-hept-6-enyl)-[1,3]dithian-2-yl]-non-4-ynoic acid",585,587,NA,"C20H32O4S2",400,"bcp_ox_L_blob_989",584,615,2087
"878","1128_1901_blob_825",0.098813092,0.077764622,0.258758773,-0.145625252,-0.17048568,0.163186514,0.356520957,-0.139570489,NA,"bbvol","2b","2b","2b","2b",NA,825,"amz_lib_1128_1901","C28",826,835,2850.505051,2852,"Eicosane, 7-hexyl-",820,826,NA,"C26H54",366,"myrc_ox_L_blob_655",0,583,1611
"879","1202_1412_blob_1756",-0.059166053,0.073764582,0.093525299,-0.094710285,-0.089572007,0.121314509,0.315173478,-0.066470113,NA,"bbvol","2b","2b","2b","2b",NA,1756,"amz_lib_1202_1412","C7 acid",452,516,3189.130435,NA,"Heptadecanoic acid, 9-methyl-, methyl ester",579,638,NA,"C19H38O2",298,"limonox_S_blob_687",433,507,NA
"880","1206_0924_blob_211",-0.082597107,0.062248831,0.069558004,-0.131497703,-0.079862578,0.185129305,0.362915166,-0.090479911,NA,"bbvol","2b","2b","2b","2b",NA,211,"amz_lib_1206_0924","lupeol",0,817,3590.588235,3483,"Lup-20(29)-en-3-ol, acetate, (3ﬂ)-",796,798,3525,"C32H52O2",468,"limonox_S_blob_687",332,415,NA
"881","1128_1901_blob_1385",-0.083780685,0.058475513,0.213083593,-0.066739937,0.015084268,0.102855128,0.237327729,-0.137055634,NA,"bbvol","2b","2b","2b","2b",NA,1385,"amz_lib_1128_1901","C12 diacid",388,446,2111.764706,2120,"5,5-Dimethyl-2-trimethylsilyl-1,2,3,4,4a,5,6,7-octahydronaphthalen-2-ol",540,567,NA,"C15H28OSi",252,"limonox_S_blob_905",536,608,2120
"882","1206_0924_blob_300",-0.08587485,0.055995297,0.059251232,-0.136561788,-0.073354042,0.195854091,0.360808023,-0.093574861,NA,"bbvol","2b","2b","2b","2b",NA,300,"amz_lib_1206_0924","a-Amyrin",262,813,3538.823529,3479,"12-Oleanen-3-yl acetate, (3a)-",792,812,NA,"C32H52O2",468,"limonox_S_blob_633",314,466,NA
"883","1129_1334_blob_1519",-0.118552867,0.054986849,0.207508443,-0.197410613,-0.224344352,0.01356554,0.263543,-0.052934515,NA,"bbvol","2b","2b","2b","2b",NA,1519,"amz_lib_1129_1334","C7 acid",385,433,2591.304348,NA,"Docosanol, TMS derivative",702,720,2542,"C25H54OSi",398,"limonox_S_blob_687",383,441,NA
"884","1206_0924_blob_541",-0.074363568,0.040171543,0.164956777,-0.173673374,-0.148146242,-0.062183008,0.266576742,-0.104257421,NA,"bbvol","2b","2b","2b","2b",NA,541,"amz_lib_1206_0924","C7 acid",402,537,3421.176471,NA,"Stigmastanol, TMS derivative",742,764,3348,"C32H60OSi",488,"limonox_S_blob_687",430,599,NA
