,BlobID,Compound.Name,Library Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Overlap_Class,Overlap_Class1,influence_type_1,influence_type_2,assigned_cluster_1,assigned_cluster_2
328,1066,1221_0832_blob_1066,amz_lib_1221_0832,C7 acid,425,523,1965.100671,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",626,644,NA,C13H26BNO6Si,331,limonox_S_blob_685,539,623,1963,NA,SeasonUnique,NA,NA,4,NA
195,678,1221_0832_blob_678,amz_lib_1221_0832,C7 acid,528,533,1813.422819,NA,"Tripropylene glycol monomethyl ether, TMS derivative",813,819,NA,C13H30O4Si,278,myrc_ox_L_blob_801,538,540,1819,NA,SeasonUnique,NA,NA,NA,7
1078,1374,1129_1334_blob_1374,amz_lib_1129_1334,C7 acid,439,505,1394.005716,NA,"6-Amino-1-hexanol, TMS derivative",688,694,1230,C9H23NOSi,189,limonox_S_blob_812,538,563,1390,NA,Common_Class,NA,NA,1,1
1283,720,1128_1901_blob_720,amz_lib_1128_1901,C7 acid,577,677,2020.588235,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",672,841,NA,C14H29FO2Si,276,limonox_S_blob_687,538,635,NA,NA,SeasonUnique,NA,NA,1,NA
1301,609,1128_1901_blob_609,amz_lib_1128_1901,C7 acid,562,638,2211.290323,NA,"Petroselinic acid, TMS derivative",764,890,2211,C21H42O2Si,354,bcp_ox_L_blob_18,538,616,NA,NA,SeasonUnique,NA,NA,1,NA
1442,1224,1128_1901_blob_1224,amz_lib_1128_1901,farnesol,470,523,1828.187919,1832,"2,5-Cyclohexadien-1-one, 3,5-dihydroxy-4,4-dimethyl-2-(1-oxopentyl)-",631,670,NA,C13H18O4,238,limonox_L_blob_611,538,596,1835,NA,Common_Class,NA,NA,1,9
1463,1155,1128_1901_blob_1155,amz_lib_1128_1901,C7 acid,454,540,1660.606061,NA,Heptanoylglycine tms,678,722,NA,C12H25NO3Si,259,myrc_ox_L_blob_630,538,552,1652,NA,SeasonUnique,NA,NA,1,NA
319,1095,1221_0832_blob_1095,amz_lib_1221_0832,C7 acid,408,445,2090.37037,NA,Z-11-Tetradecenoic acid,730,772,NA,C14H26O2,226,bcp_ox_L_blob_787,537,570,2100,NA,Common_Class,NA,NA,1,1
332,1054,1221_0832_blob_1054,amz_lib_1221_0832,C7 acid,415,424,1570.32967,NA,"Octan-2-one, 3,6-dimethyl-",646,748,NA,C10H20O,156,myrc_ox_L_blob_596,537,558,1565,NA,SeasonUnique,NA,NA,8,NA
817,1266,1202_1412_blob_1266,amz_lib_1202_1412,galactosan,408,489,1686.060606,1684,"?-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",582,617,NA,C27H52N2O10Si3,648,limonox_L_blob_554,537,660,1678,NA,Common_Class,NA,NA,5,7
1326,1809,1128_1901_blob_1809,amz_lib_1128_1901,C7 acid,392,502,1897.986577,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",564,636,NA,C14H31BO6Si2,362,limonox_S_blob_725,537,603,1893,NA,SeasonUnique,NA,NA,1,NA
1414,1309,1128_1901_blob_1309,amz_lib_1128_1901,mannosan,476,491,1706.666667,1706,"1-Hexadecanol, 2-methyl-",607,618,NA,C17H36O,256,apin_ox_S_blob_677,537,584,1709,NA,SeasonUnique,NA,NA,4,NA
431,1314,1213_2145_blob_1314,amz_lib_1213_2145,"beta-caryophyllonic acid, TMS",476,543,1938.255034,1931,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",629,664,NA,C14H31BO6Si2,362,limonox_S_blob_706,536,577,1947,NA,Common_Class,BB,UP,6,3
1175,1165,1128_2052_blob_1165,amz_lib_1128_2052,C7 acid,405,513,1663.030303,NA,"3-Hydroxyphenylacetic acid, 2TMS derivative",633,674,1618,C14H24O3Si2,296,apin_ox_S_blob_604,536,621,1655,NA,Common_Class,NA,NA,5,5
1394,1385,1128_1901_blob_1385,amz_lib_1128_1901,C12 diacid,388,446,2111.764706,2120,"5,5-Dimethyl-2-trimethylsilyl-1,2,3,4,4a,5,6,7-octahydronaphthalen-2-ol",540,567,NA,C15H28OSi,252,limonox_S_blob_905,536,608,2120,NA,Common_Class,NA,NA,5,5
842,1090,1202_1412_blob_1090,amz_lib_1202_1412,C10 diacid (sebacic acid),424,490,1914.09396,1922,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",613,632,NA,C22H42S2Si,398,limonox_S_blob_716,535,565,1911,NA,Common_Class,NA,NA,3,9
375,1171,1216_0703_blob_1171,amz_lib_1216_0703,C7 acid,401,539,1652.439024,NA,"Linoelaidic acid, trimethylsilyl ester",520,525,NA,C21H40O2Si,352,myrc_ox_L_blob_580,534,603,1652,NA,Unclustered,NA,NA,NA,NA
903,1639,1202_0046_blob_1639,amz_lib_1202_0046,C7 acid,399,523,2107.352941,NA,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",607,629,NA,C23H48O2Si2,412,limonox_S_blob_905,534,689,2120,NA,SeasonUnique,NA,NA,8,NA
915,1483,1202_0046_blob_1483,amz_lib_1202_0046,"beta-caryophyllonic acid, TMS",406,599,1909.459459,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,689,NA,C13H26BNO6Si,331,limonox_S_blob_1039,534,605,1903,NA,SeasonUnique,NA,NA,3,NA
1287,702,1128_1901_blob_702,amz_lib_1128_1901,C7 acid,584,649,3050,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",712,830,NA,C14H29FO2Si,276,limonox_S_blob_687,533,600,NA,NA,SeasonUnique,NA,NA,1,NA
141,791,1221_0832_blob_791,amz_lib_1221_0832,C7 acid,558,575,1861.744966,NA,"Tripropylene glycol monomethyl ether, TMS derivative",749,790,NA,C13H30O4Si,278,limonox_S_blob_649,532,538,1868,NA,SeasonUnique,NA,NA,7,NA
1304,37,1128_1901_blob_37,amz_lib_1128_1901,C7 acid,547,633,2151.470588,NA,"10-Heptadecenoic acid, (Z)-, TMS derivative",893,894,2126,C20H40O2Si,340,bcp_ox_L_blob_18,532,620,NA,NA,Common_Class,NA,NA,1,6
1484,1105,1128_1901_blob_1105,amz_lib_1128_1901,C7 acid,356,472,1883.221477,NA,"a-D-Allopyranose, 5TMS derivative",703,785,1814,C21H52O6Si5,540,limonox_S_blob_725,532,580,1893,NA,SeasonUnique,NA,NA,1,NA
362,736,1216_0703_blob_736,amz_lib_1216_0703,C7 acid,353,419,2004.411765,NA,"N-Acetylanthranilic acid, 2TMS derivative",608,654,NA,C15H25NO3Si2,323,apin_ox_S_blob_592,531,693,NA,NA,Unclustered,NA,NA,NA,NA
444,1218,1213_2145_blob_1218,amz_lib_1213_2145,C7 acid,419,530,1737.804878,NA,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)-4-(methylsulfanyl)but-2-enoate,626,697,NA,C17H36O3SSi2,376,limonox_S_blob_593,531,581,1732,NA,SeasonUnique,NA,NA,NA,7
1480,1112,1128_1901_blob_1112,amz_lib_1128_1901,C7 acid,538,546,1311.775943,NA,"Propanoic acid, pentamethyldisilanyl ester",670,724,NA,C8H20O2Si2,204,apin_ox_L_blob_550,531,564,1307,NA,SeasonUnique,NA,NA,3,NA
935,1236,1202_0046_blob_1236,amz_lib_1202_0046,C7 acid,556,579,1581.420765,NA,"Tripropylene glycol monomethyl ether, TMS derivative",775,814,NA,C13H30O4Si,278,apin_ox_S_blob_572,530,586,1565,NA,Common_Class,NA,NA,7,7
68,950,1221_0832_blob_950,amz_lib_1221_0832,C9 acid,443,443,NA,1378,"N-Formylglycine, TMS derivative",637,713,NA,C6H13NO3Si,175,myrc_ox_L_blob_631,529,530,1676,NA,Unclustered,NA,NA,NA,NA
29,799,1221_2326_blob_799,amz_lib_1221_2326,"beta-caryophyllonic acid, TMS",535,555,1938.255034,1931,"3,6,9,13,16-Pentaoxa-2,17-disilaoctadecane, 2,2,17,17-tetramethyl-",655,676,NA,C15H36O5Si2,352,apin_ox_S_blob_751,528,561,NA,NA,Unclustered,NA,NA,NA,NA
663,662,1205_0335_blob_662,amz_lib_1205_0335,galactosan,518,541,1689.02439,1684,"Diethylmalonic acid, 2TMS derivative",649,691,NA,C13H28O4Si2,304,myrc_ox_L_blob_735,528,592,1703,NA,Unclustered,NA,NA,NA,NA
1376,1469,1128_1901_blob_1469,amz_lib_1128_1901,ketopinic acid,438,561,1513.043478,1530,"Cyclohexene, 1-(trimethylsilyloxy)-3-vinyl-",691,774,NA,C11H20OSi,196,limonox_L_blob_565,528,552,1513,NA,Common_Class,NA,NA,3,7
360,780,1216_0703_blob_780,amz_lib_1216_0703,levoglucosan,722,778,1736.585366,1726,"D-Xylose, 4TMS derivative",865,886,NA,C17H42O5Si4,438,apin_ox_L_blob_553,527,545,1726,NA,Unclustered,NA,NA,NA,NA
1217,919,1128_1901_blob_919,amz_lib_1128_1901,C7 acid,540,617,2329.032258,NA,"11,14-Eicosadienoic acid, TMS derivative",669,730,NA,C23H44O2Si,380,apin_ox_S_blob_751,527,617,NA,NA,SeasonUnique,NA,NA,1,NA
1474,1125,1128_1901_blob_1125,amz_lib_1128_1901,C14 Diacid,357,370,2317.741935,2317,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",611,646,NA,C16H50O7Si8,578,limonox_L_blob_543,527,580,NA,NA,Common_Class,NA,NA,5,5
377,1131,1216_0703_blob_1131,amz_lib_1216_0703,monopalmitin,712,717,2626.415094,2628,"3-Hydroxypropyl palmitate, TMS derivative",651,676,NA,C22H46O3Si,386,limonox_S_blob_633,525,644,NA,NA,Unclustered,NA,NA,NA,NA
1457,1165,1128_1901_blob_1165,amz_lib_1128_1901,C7 acid,348,369,1678.787879,NA,1-Chloromethyl-1-isopropoxy-1-silacyclohexane,624,719,NA,C9H19ClOSi,206,myrc_ox_L_blob_812,525,569,1676,NA,Common_Class,NA,NA,3,1
83,910,1221_0832_blob_910,amz_lib_1221_0832,C7 acid,355,490,1861.744966,NA,"Phthalic acid, ethyl pentadecyl ester",610,729,NA,C25H40O4,404,bcp_ox_L_blob_650,524,588,1878,NA,Common_Class,NA,NA,9,5
120,836,1221_0832_blob_836,amz_lib_1221_0832,C7 acid,538,545,1805.369128,NA,"Tripropylene glycol monomethyl ether, TMS derivative",790,810,NA,C13H30O4Si,278,apin_ox_S_blob_648,524,531,1805,NA,Common_Class,NA,NA,7,7
253,1435,1221_0832_blob_1435,amz_lib_1221_0832,C12 diacid,406,447,2128.888889,2120,"(2-[1-(3,3-Dimethoxy-propyl)-vinyl]-5-methyl-cyclopentyl)-methanol",609,654,NA,C14H26O3,242,limonox_S_blob_905,524,582,2120,NA,Unclustered,NA,NA,NA,NA
254,1401,1221_0832_blob_1401,amz_lib_1221_0832,"2-Ketoglutaric acid, tri-TMS",434,478,1623.170732,1629,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",568,658,NA,C15H30O5Si,318,apin_ox_S_blob_608,524,577,1630,NA,Unclustered,NA,NA,NA,NA
1224,900,1128_1901_blob_900,amz_lib_1128_1901,C7 acid,580,675,2141.176471,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",660,757,NA,C17H34O2Si,298,limonox_S_blob_687,524,618,NA,NA,Common_Class,NA,NA,1,8
652,842,1205_0335_blob_842,amz_lib_1205_0335,farnesol,397,444,1840.268456,1832,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",613,650,NA,C14H30O2Si2,286,limonox_L_blob_611,523,546,1835,NA,Unclustered,NA,NA,NA,NA
1159,961,1128_2052_blob_961,amz_lib_1128_2052,"beta-caryophyllonic acid, TMS",486,486,1931.543624,1931,"4,8,12-Trimethyltridecan-4-olide",763,828,NA,C16H30O2,254,bcp_ox_L_blob_607,523,524,1934,NA,SeasonUnique,NA,NA,7,NA
1369,1511,1128_1901_blob_1511,amz_lib_1128_1901,"beta-nocaryophyllonic acid, TMS",528,551,1979.865772,1985,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",667,728,NA,C18H34OSi,294,limonox_S_blob_685,523,621,1963,NA,Unclustered,NA,NA,NA,NA
37,715,1221_2326_blob_715,amz_lib_1221_2326,C7 acid,390,411,1867.114094,NA,"5Z,?8Z,?11Z,?14Z-Eeicosatetraenoic acid,? 3-?theinylmethyl ester",645,657,NA,C25H36O2S,400,limonox_S_blob_804,521,530,1868,NA,SeasonUnique,NA,NA,9,NA
262,1297,1221_0832_blob_1297,amz_lib_1221_0832,C7 acid,505,597,1977.181208,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",634,653,NA,C13H26BNO6Si,331,limonox_S_blob_685,521,609,1963,NA,Unclustered,NA,NA,NA,NA
798,1414,1202_1412_blob_1414,amz_lib_1202_1412,C7 acid,396,528,2134.814815,NA,Prednisolone Acetate,611,617,NA,C23H30O6,402,limonox_S_blob_905,521,695,2120,NA,SeasonUnique,NA,NA,8,NA
1400,1367,1128_1901_blob_1367,amz_lib_1128_1901,C21,176,561,2172.058824,2137,"2H-Pyran-2-one, tetrahydro-6-tridecyl-",718,741,NA,C18H34O2,282,bcp_ox_L_blob_988,520,599,2192,NA,SeasonUnique,NA,NA,4,NA
295,1165,1221_0832_blob_1165,amz_lib_1221_0832,C7 acid,519,536,2066.666667,NA,"Tripropylene glycol monomethyl ether, TMS derivative",735,789,NA,C13H30O4Si,278,limonox_S_blob_583,519,563,2078,NA,SeasonUnique,NA,NA,7,NA
1363,1528,1128_1901_blob_1528,amz_lib_1128_1901,C7 acid,363,517,1859.060403,NA,"Cefalexin, N,N'-bis(tert.-butyldimethylsilyl)-, tert.-butyldimethylsilyl ester",579,584,NA,C34H59N3O4SSi3,689,limonox_S_blob_632,519,548,1862,NA,SeasonUnique,NA,NA,NA,5
1433,1252,1128_1901_blob_1252,amz_lib_1128_1901,C7 acid,569,646,2554.782609,NA,"11-Eicosenoic acid, (E)-,TMS derivative",664,714,NA,C23H46O2Si,382,limonox_S_blob_687,519,616,NA,NA,SeasonUnique,NA,NA,1,NA
381,1004,1216_0703_blob_1004,amz_lib_1216_0703,C7 acid,369,528,1971.812081,NA,"1(5a)-Androsten-1?-methyl-17?-ol-3-one, di-trimethylsilyl",619,633,NA,C26H46O2Si2,446,limonox_S_blob_685,518,549,1963,NA,Unclustered,NA,NA,NA,NA
372,1250,1216_0703_blob_1250,amz_lib_1216_0703,C7 acid,458,531,2194.117647,NA,"Malic acid, 2TMS derivative",661,699,NA,C10H22O5Si2,278,apin_ox_S_blob_592,517,618,NA,NA,Unclustered,NA,NA,NA,NA
942,1139,1202_0046_blob_1139,amz_lib_1202_0046,C7 acid,385,522,1856.756757,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",630,738,NA,C13H26BNO6Si,331,limonox_S_blob_659,515,624,1861,NA,Common_Class,BB,UP,6,3
1476,1122,1128_1901_blob_1122,amz_lib_1128_1901,C7 acid,531,607,2745.794393,NA,"11-Eicosenoic acid, (E)-,TMS derivative",673,738,NA,C23H46O2Si,382,limonox_S_blob_687,515,605,NA,NA,Unclustered,NA,NA,NA,NA
1160,932,1128_2052_blob_932,amz_lib_1128_2052,bisabolol,294,480,1792.727273,1770,"1,2,5,5,8a-Pentamethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-1-ol",662,771,NA,C15H26O,222,bcp_ox_L_blob_8,514,533,1799,NA,SeasonUnique,NA,NA,9,NA
1418,1298,1128_1901_blob_1298,amz_lib_1128_1901,C7 acid,536,615,2157.352941,NA,"10-Heptadecenoic acid, (Z)-, TMS derivative",694,701,2126,C20H40O2Si,340,bcp_ox_L_blob_18,514,597,NA,NA,SeasonUnique,NA,NA,4,NA
832,1169,1202_1412_blob_1169,amz_lib_1202_1412,C7 acid,411,554,2004.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,756,NA,C13H26BNO6Si,331,limonox_S_blob_788,513,648,1989,NA,SeasonUnique,NA,NA,3,NA
859,978,1202_0046_blob_978,amz_lib_1202_0046,C7 acid,439,559,2100,NA,"Prosta-5,13-dien-1-oic acid, 9,11-epidioxy-15-[[(4-methylphenyl)sulfonyl]oxy]-, methyl ester, (5Z,9a,11a,13E,15S)-",634,662,NA,C24H42O5Si,438,limonox_S_blob_1216,513,645,2098,NA,Common_Class,NA,NA,3,7
1082,1358,1129_1334_blob_1358,amz_lib_1129_1334,C7 acid,393,497,2038.518519,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",619,688,NA,C14H31BO6Si2,362,apin_ox_S_blob_592,512,704,NA,NA,SeasonUnique,NA,NA,3,NA
321,1087,1221_0832_blob_1087,amz_lib_1221_0832,"beta-caryophyllinic acid, TMS",588,598,2056.296296,2060,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",644,661,NA,C14H24O4,256,limonox_S_blob_687,511,597,NA,NA,Common_Class,NA,NA,7,6
854,1021,1202_1412_blob_1021,amz_lib_1202_1412,C7 acid,543,670,1940.939597,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",671,687,NA,C13H26BNO6Si,331,limonox_S_blob_706,511,534,1947,NA,Common_Class,NA,NA,1,7
1460,1159,1128_1901_blob_1159,amz_lib_1128_1901,C7 acid,502,611,2097.058824,NA,"Palmitelaidic acid, TMS derivative",719,794,NA,C19H38O2Si,326,apin_ox_S_blob_751,511,642,NA,NA,SeasonUnique,NA,NA,1,NA
1481,1110,1128_1901_blob_1110,amz_lib_1128_1901,bisabolol,432,466,1764.848485,1770,"?-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",564,574,NA,C17H37BO6Si2,404,myrc_ox_L_blob_814,511,603,1760,NA,SeasonUnique,NA,NA,1,NA
1507,1030,1128_1901_blob_1030,amz_lib_1128_1901,C7 acid,376,520,1967.785235,NA,"?-N-Acetylneuraminic acid, methyl ester-2-methyl-7,9-methyl-boronate-3,8-di(trimethylsilyl)-",589,593,NA,C20H40BNO9Si2,505,bcp_ox_L_blob_678,511,533,1959,NA,Common_Class,NA,NA,3,1
301,1147,1221_0832_blob_1147,amz_lib_1221_0832,C7 acid,335,507,1982.550336,NA,"Benzoic acid, 4-methyl-2-trimethylsilyloxy-, trimethylsilyl ester",654,754,NA,C14H24O3Si2,296,limonox_L_blob_543,509,586,NA,NA,SeasonUnique,NA,NA,NA,8
1417,1301,1128_1901_blob_1301,amz_lib_1128_1901,C7 acid,535,614,2341.935484,NA,"Linoelaidic acid, trimethylsilyl ester",714,735,NA,C21H40O2Si,352,apin_ox_S_blob_751,509,600,NA,NA,SeasonUnique,NA,NA,1,NA
157,756,1221_0832_blob_756,amz_lib_1221_0832,C19,511,591,1924.832215,1934,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",730,761,NA,C15H30O3,258,bcp_ox_L_blob_625,508,508,1920,NA,Common_Class,NA,NA,4,5
280,1211,1221_0832_blob_1211,amz_lib_1221_0832,C7 acid,527,600,2017.777778,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",656,661,NA,C28H50O4Si2,506,limonox_S_blob_687,508,585,NA,NA,Common_Class,NA,NA,7,7
333,1051,1221_0832_blob_1051,amz_lib_1221_0832,"beta-nocaryophyllonic acid, TMS",433,490,1995.973154,1985,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",611,613,NA,C23H48O2Si2,412,limonox_S_blob_788,508,553,1989,NA,SeasonUnique,NA,NA,8,NA
1202,978,1128_1901_blob_978,amz_lib_1128_1901,C7 acid,550,622,2947.474747,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",686,826,NA,C14H29FO2Si,276,bcp_ox_L_blob_18,507,576,NA,NA,SeasonUnique,NA,NA,1,NA
1453,1180,1128_1901_blob_1180,amz_lib_1128_1901,galactosan,430,552,1688.484848,1684,"1,3-Butadiene, 1,1,2-trichloro-3-nitro-4,4-di(1-piperidyl)-",564,577,NA,C14H20Cl3N3O2,367,limonox_L_blob_554,507,562,1678,NA,SeasonUnique,NA,NA,1,NA
1145,1065,1129_1334_blob_1065,amz_lib_1129_1334,C7 acid,436,478,1222.787351,NA,"2-Methylbutanoic acid, 3-(t-butyldimethylsilyloxy)-",632,703,NA,C11H24O3Si,232,myrc_ox_L_blob_541,506,583,1232,NA,Unclustered,NA,NA,NA,NA
1233,878,1128_1901_blob_878,amz_lib_1128_1901,"beta-caryophyllonic acid, TMS",584,589,1936.912752,1931,"a-D-Mannofuranoside, 1-O-decyl-",637,665,NA,C16H32O6,320,apin_ox_S_blob_751,506,566,NA,NA,SeasonUnique,NA,NA,4,NA
674,1012,1205_0335_blob_1012,amz_lib_1205_0335,C7 acid,362,513,1792.682927,NA,"Phenylserine, 2-fluoro-4,5-dimethoxy-?,?-didehydro-, methyl(ester",680,712,NA,C12H14FNO5,271,myrc_ox_L_blob_653,504,573,1776,NA,Unclustered,NA,NA,NA,NA
1191,46,1128_1901_fb_add_blob_46,amz_lib_1128_1901_fb_add,C17 acid,931,931,2176.470588,2177,"Heptadecanoic acid, TMS derivative",897,912,2146,C20H42O2Si,342,bcp_ox_L_blob_18,504,600,NA,NA,Common_Class,NA,NA,1,5
1234,871,1128_1901_blob_871,amz_lib_1128_1901,C7 acid,455,479,2362.903226,NA,"10-Pentadecen-1-ol, (Z)-, TMS derivative",781,826,NA,C18H38OSi,298,apin_ox_S_blob_751,504,555,NA,NA,SeasonUnique,NA,NA,1,NA
1207,960,1128_1901_blob_960,amz_lib_1128_1901,C7 acid,539,617,2755.140187,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",668,833,NA,C14H29FO2Si,276,bcp_ox_L_blob_18,503,580,NA,NA,SeasonUnique,NA,NA,1,NA
1456,1169,1128_1901_blob_1169,amz_lib_1128_1901,ionone,0,512,1928.85906,1449,"Bayer 28,589",750,793,NA,C14H21NO3,251,bcp_ox_L_blob_890,501,583,1947,NA,Common_Class,NA,NA,4,6
359,789,1216_0703_blob_789,amz_lib_1216_0703,C7 acid,376,433,1861.744966,NA,"1,3,5-Pentanetriol, 3TMS derivative",679,691,NA,C14H36O3Si3,336,limonox_S_blob_649,500,507,1868,NA,Unclustered,NA,NA,NA,NA
434,1287,1213_2145_blob_1287,amz_lib_1213_2145,C7 acid,464,569,2141.176471,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,696,NA,C13H26BNO6Si,331,limonox_S_blob_905,500,669,2120,NA,Common_Class,NA,NA,4,7
646,905,1205_0335_blob_905,amz_lib_1205_0335,"cis-Vaccenic Acid, TMS",557,592,2262.903226,2259,"Uridine, 5-chloro-2'-desoxytris-O-(trimethylsilyl)-",609,649,NA,C18H35ClN2O5Si3,478,myrc_ox_L_blob_569,500,599,2275,NA,Unclustered,NA,NA,NA,NA
1338,1721,1128_1901_blob_1721,amz_lib_1128_1901,C7 acid,360,416,1954.362416,NA,"2H-Pyran-2-one, tetrahydro-6-octyl-",573,699,NA,C13H24O2,212,limonox_S_blob_685,500,553,1963,NA,Unclustered,NA,NA,NA,NA
1242,853,1128_1901_blob_853,amz_lib_1128_1901,C7 acid,526,585,2412.173913,NA,"5,8,11-Eicosatrienoic acid, (Z)-, TMS derivative",807,820,2371,C23H42O2Si,378,limonox_S_blob_687,499,582,NA,NA,SeasonUnique,NA,NA,1,NA
358,825,1216_0703_blob_825,amz_lib_1216_0703,C7 acid,459,510,2182.352941,NA,"Malic acid, 2TMS derivative",646,664,NA,C10H22O5Si2,278,apin_ox_S_blob_592,498,604,NA,NA,Unclustered,NA,NA,NA,NA
833,1163,1202_1412_blob_1163,amz_lib_1202_1412,C7 acid,528,663,2040,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",678,695,NA,C28H50O4Si2,506,myrc_ox_L_blob_548,498,741,2075,NA,Common_Class,NA,NA,1,5
1013,1962,1129_1334_blob_1962,amz_lib_1129_1334,C7 acid,437,479,1393.14939,NA,"1,11-Undecanediol, 2TMS derivative",575,602,NA,C17H40O2Si2,332,limonox_L_blob_592,498,610,1414,NA,Unclustered,NA,NA,NA,NA
1318,1872,1128_1901_blob_1872,amz_lib_1128_1901,abietic acid,455,478,2469.565217,2468,"3-Hydroxyandrostan-17-one o-methyloxime, (3a,5a)-, TMS derivative",564,608,NA,C23H41NO2Si,391,limonox_S_blob_687,498,649,NA,NA,Unclustered,NA,NA,NA,NA
1385,1447,1128_1901_blob_1447,amz_lib_1128_1901,C7 acid,350,410,2194.117647,NA,"Pyrrol-2(5H)-one, 4-benzoyl-3-hydroxy-5-(4-hydroxy-3-methoxyphenyl)-1-(2-methoxyethyl)-",587,613,NA,C21H21NO6,383,bcp_ox_L_blob_988,498,500,2192,NA,Unclustered,NA,NA,NA,NA
435,1285,1213_2145_blob_1285,amz_lib_1213_2145,C7 acid,388,508,1995.973154,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",643,665,NA,C13H26BNO6Si,331,limonox_S_blob_788,496,550,1989,NA,Common_Class,NA,NA,5,7
85,905,1221_0832_blob_905,amz_lib_1221_0832,C7 acid,453,462,1966.442953,NA,"Silane, [2-(cyclopentyloxy)ethoxy]trimethyl-",672,761,NA,C10H22O2Si,202,limonox_S_blob_687,495,514,NA,NA,SeasonUnique,NA,NA,7,NA
461,1033,1213_2145_blob_1033,amz_lib_1213_2145,C7 acid,337,471,1669.512195,NA,"benzoic acid, 4-[[(trimethylsilyl)oxy]methyl]-, trimethylsilyl ester",673,761,NA,C14H24O3Si2,296,limonox_L_blob_543,493,553,NA,NA,Common_Class,NA,NA,5,7
647,882,1205_0335_blob_882,amz_lib_1205_0335,C7 acid,362,567,1856.375839,NA,"Metanephrine, 2TMS derivative",627,692,1788,C16H31NO3Si2,341,limonox_S_blob_659,493,633,1861,NA,Unclustered,NA,NA,NA,NA
1256,806,1128_1901_blob_806,amz_lib_1128_1901,"linoleic Acid, TMS",379,518,2233.870968,2245,"Hexadecane-1,2-diol, 2TMS derivative",799,855,NA,C22H50O2Si2,402,limonox_S_blob_633,493,649,NA,NA,Common_Class,NA,NA,1,5
