Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1128_1901_blob_1624,1.49E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,430,533,2188.235294,NA,"8-Acetyl-5,5-dimethyl-nona-2,3,8-trienoic acid, methyl ester",598,659,NA,C14H20O3,limonox_S_blob_687,437,563,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1622,0.000101672,0.749645643,0.629645497,0.446148145,0.148317705,0.5054073,0.129683843,0.161067016,0.479311373,0.506041362,0.176751163,0.40422331,0.118140103,C7 acid,399,488,1608.484848,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",669,697,NA,C14H28O4Si2,limonox_S_blob_831,594,618,1603,0.810512317,0.433095002,NA,0.603331392,0.486845994,0.759509157,0.695512883,0.692209064,0.651486475,0.852637393,0.734075653,0.72526024,NA,0.646262252,0.751963934,0.827694621,0.694441642,NYC,,,
1128_1901_blob_1617,0.000102863,0.560742498,0.154445831,0.674630697,0.202784134,0.559540234,0.147308716,NA,NA,NA,NA,NA,NA,C7 acid,466,575,1752.727273,NA,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",617,628,NA,C17H34B2O6Si,limonox_S_blob_888,587,648,1750,0.949565791,0.173321312,NA,-0.709670678,0.018577426,0.598271302,0.288409448,0.275994403,0.00972207,0.900127579,0.654820571,0.685876162,NA,1,0.757191544,0.478703296,0.651931307,A,,,
1128_1901_blob_1610,0.000112482,0.666920006,0.481518082,0.514453028,0.280296279,0.526300189,0.381982473,NA,NA,NA,NA,NA,NA,C7 acid,440,527,1860.402685,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,680,NA,C13H26BNO6Si,limonox_S_blob_649,619,641,1868,0.34866828,0.522847267,NA,0.296292365,0.391247106,0.728069284,0.453478122,0.431580551,0.410613734,0.733749734,0.492769251,0.136980679,NA,0.850921942,0.623219843,0.916109145,0.799319449,NYC,,,
1128_1901_blob_1603,2.84E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,412,485,2019.117647,NA,"8,12-Tetradecadienoic acid, 5-ethenyl-3,5,9,13-tetramethyl-, methyl ester",563,587,NA,C21H36O2,bcp_ox_L_blob_813,440,604,1990,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1589,7.99E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,350,370,1667.878788,NA,"DL-Proline, 5-oxo-",600,825,NA,C5H7NO3,limonox_S_blob_720,489,497,1675,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1571,3.99E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,436,514,1652.121212,NA,"2-Methyl-3,5-heptadiene, 7-trimethylsilyl-2,3-bis(trimethylsilyloxy)-",629,688,NA,C17H38O2Si3,myrc_ox_L_blob_630,570,620,1652,0,1,NA,0,-1,1,1,1,1,-1,1,0,NA,0,0,0,1,NYC,,,
1128_1901_blob_1569,0.00028969,0.500984334,0.261010146,0.617739387,0.038542593,0.51171536,0.058210976,0.42595833,0.757401133,-0.146107068,-0.040783749,0.092779579,-0.280578002,C7 acid,329,446,1864.42953,NA,"2-Hydroxyundecanoic acid, trimethylsilyl ether, trimethylsilyl ester",542,722,NA,C17H38O3Si2,limonox_L_blob_600,537,647,1843,0.565704932,0.306553378,NA,0.660960375,0.282152951,0.702537569,0.358512585,0.323204884,0.285488643,0.766293357,0.65258852,0.364829901,NA,0.184786887,0.745363968,0.954206306,0.614521271,NYC,,,
1128_1901_blob_1567,5.76E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,472,508,1522.826087,NA,"a-L-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic methylboronate",627,649,NA,C11H23BO5Si,limonox_S_blob_755,603,655,1533,1,-1,NA,0,-1,-1,1,1,-1,1,1,1,NA,0,-1,0,-1,NYC,,,
1128_1901_blob_1559,3.46E-05,0.33577248,0.002102191,-0.246777187,-0.320935289,-0.137124301,-0.663748094,NA,NA,NA,NA,NA,NA,C7 acid,274,353,2387.096774,NA,"Phthalic acid, benzyl isobutyl ester",732,828,NA,C19H20O4,limonox_S_blob_633,308,350,NA,0,0.278840098,NA,0,0,0.711003773,0.391106813,-0.228213443,-1,0.756998097,0.398439929,0,NA,0,0,-0.304946368,0.978115766,NYC,,,
1128_1901_blob_1549,8.04E-05,0.449712793,0.236841543,0.70198058,0.000427123,0.427199586,-0.028678246,0.049754966,0.624301816,-0.802546959,-0.397922121,-0.947957532,-0.958197855,MBTCA,407,459,1780.606061,1776,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",613,616,NA,C14H28O4Si2,myrc_ox_L_blob_653,791,823,1776,0.691608841,0.102659405,NA,0.411372771,0.389636443,0.735021009,0.208179671,0.292851323,0.385950714,0.929039125,0.7700493,0.584987401,NA,1,0.602558614,0,0.804288123,NYC,,,
1128_1901_blob_1534,3.84E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,453,533,2700.934579,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",625,703,NA,C18H34OSi,limonox_S_blob_687,457,569,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1528,1.37E-05,NA,NA,NA,NA,NA,NA,-0.320662604,-0.393771939,0.599720661,0.989725674,0.918102627,0.257667761,C7 acid,363,517,1859.060403,NA,"Cefalexin, N,N'-bis(tert.-butyldimethylsilyl)-, tert.-butyldimethylsilyl ester",579,584,NA,C34H59N3O4SSi3,limonox_S_blob_632,519,548,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1128_1901_blob_1521,0.000222128,0.561757157,0.627851028,0.194508365,0.310062409,0.576458994,0.020596876,NA,NA,NA,NA,NA,NA,C7 acid,441,559,2135.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,721,NA,C13H26BNO6Si,limonox_S_blob_687,435,569,NA,0.150674289,0.705082206,NA,0.432322329,0.463180083,0.750410209,0.538296121,0.422054993,0.335426461,0.56040751,0.448880479,-0.007140669,NA,0.625167741,0.528100006,0.30303794,0.654043531,NYC,,,
1128_1901_blob_1517,1.28E-05,-0.323667286,-0.034029566,0.641021365,0.981286508,0.266647654,-0.20035851,NA,NA,NA,NA,NA,NA,C7 acid,398,512,1900.671141,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,711,NA,C13H26BNO6Si,limonox_S_blob_725,640,704,1893,0.807854868,0.993108659,NA,1,1,0.951369685,-0.618934054,-0.610817209,-0.533371392,0.785709343,0.333764739,0.999284083,NA,0,1,0,0.917648625,NYC,,,
1128_1901_blob_1515,1.39E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mannosan,513,568,1713.939394,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",638,663,NA,C13H26BNO6Si,limonox_L_blob_599,591,641,1707,1,-1,NA,0,0,1,1,1,1,1,1,1,NA,0,1,0,0,NYC,,,
1128_1901_blob_1509,3.00E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C10 diacid (sebacic acid),424,507,1911.409396,1922,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",633,696,NA,C13H26BNO6Si,limonox_S_blob_716,628,675,1911,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1501,4.51E-05,0.710323296,0.913124541,-0.214359134,0.348706494,0.491514176,0.57582187,NA,NA,NA,NA,NA,NA,C7 acid,397,535,2023.529412,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",579,650,NA,C22H42S2Si,limonox_S_blob_687,396,577,NA,1,0.093306188,NA,0,-0.034199857,0.210530862,0.7265734,0.540095256,0.690638396,0.301007431,0.253327105,0,NA,-0.631493661,1,0.304996992,0.23370997,NYC,,,
1128_1901_blob_1499,3.95E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,419,522,2295.16129,NA,"13-Retinoic acid, (Z)-, TMS derivative",609,613,NA,C23H36O2Si,apin_ox_S_blob_595,424,567,2279,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1492,5.36E-05,0.718861094,0.526445053,0.062176498,-0.107899426,0.146804788,-0.048774092,NA,NA,NA,NA,NA,NA,C7 acid,430,541,1853.691275,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",645,656,NA,C14H31BO6Si2,limonox_S_blob_756,597,666,1850,0.585128172,0.281047237,NA,0.899062581,1,0.189955966,0.687140523,0.79490886,0.907083199,0.307533084,0.282529091,0.87920011,NA,0,0.114315597,0,-0.003589184,NYC,,,
1128_1901_blob_1480,0.000118567,0.548777934,0.199225677,0.743989229,0.216175014,0.575959924,0.095188421,0.713674296,0.566504797,-0.357875037,-0.002331515,0.097979084,-0.448927026,pinic acid 2,447,490,1698.181818,1697,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",662,690,NA,C14H28O4Si2,limonox_S_blob_923,582,636,1699,0.575923786,0.336444122,NA,0.55871839,0.265331617,0.797126849,0.32789101,0.329500172,0.244617286,0.722329291,0.591284946,0.394554323,NA,0.955841771,0.899596518,0.729790625,0.714403295,NYC,,,
1128_1901_blob_1479,4.07E-05,0.62234186,0.245815004,0.403201752,0.123423654,0.536550728,-0.230761594,NA,NA,NA,NA,NA,NA,ketopinic acid,484,484,1535.869565,1530,"t-Butyl(4,5-dihydrofuran-2-yl)dimethylsilane",572,589,NA,C10H20OSi,limonox_L_blob_603,807,811,1535,0.380606803,0.521580981,NA,0.334048491,0.653261793,0.779475782,0.72780996,0.742522331,0.654282288,0.649347444,0.697892569,0.449026808,NA,0.73361392,0.33524014,0.828099033,0.761463532,NYC,,,
1128_1901_blob_1469,0.000109148,0.166323981,0.408569296,0.645115241,0.279258393,0.469615111,0.310462447,0.371928899,0.131574209,-0.075550961,0.615156282,0.04906535,0.351156361,ketopinic acid,438,561,1513.043478,1530,"Cyclohexene, 1-(trimethylsilyloxy)-3-vinyl-",691,774,NA,C11H20OSi,limonox_L_blob_565,528,552,1513,0.000444846,0.332977561,NA,-0.117311304,-0.058679703,0.511158222,0.04104756,-0.052023062,-0.207981414,0.435099503,0.579009109,-0.32150983,NA,0.566072216,0.328118322,0.370393328,0.800301572,NYC,,,
1128_1901_blob_1465,0.000414163,0.309161561,0.650676217,0.310785698,0.076203778,0.28331371,-0.06301763,0.140118134,0.017451921,0.254797568,0.25310896,0.396950424,0.369148772,C7 acid,471,481,1376.016761,NA,"2-Ketobutyric acid, TMS derivative",703,744,990,C7H14O3Si,myrc_ox_L_blob_618,615,644,1385,0.836410806,0.438423669,NA,0.730503284,0.727973387,0.712207277,0.493643582,0.53767225,0.51259397,0.445056498,0.618057804,0.721886883,NA,0.094801134,0.371105737,0.508839075,0.541656934,NYC,,,
1128_1901_blob_1464,1.07E-05,0.802830446,0.962784726,-0.999991457,-0.586817842,-0.983377511,-0.57800444,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",513,652,1915.436242,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,686,NA,C13H26BNO6Si,limonox_S_blob_716,597,627,1911,0,0.033714757,NA,0,1,0.964390169,0.998725551,0.999360056,1,0.999999133,0.997844673,0,NA,0,0,-1,0.978300911,NYC,,,
1128_1901_blob_1461,3.62E-05,0.507285681,0.77350393,-0.136857375,0.119441132,0.23349102,-0.036179513,NA,NA,NA,NA,NA,NA,pinic acid 1,443,543,1681.212121,1692,"a-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",644,685,NA,C14H29BO5Si,limonox_S_blob_720,613,640,1675,0.637813683,0.575465568,NA,0.811317303,0.827641079,0.46824639,0.635583205,0.621352062,0.686078251,0.738111361,0.570912967,0.745799321,NA,1,-0.074496197,0,0.618789244,NYC,,,
1128_1901_blob_1459,5.81E-05,0.64181699,0.632033932,0.373076084,0.217201022,0.417396581,0.217463643,NA,NA,NA,NA,NA,NA,C7 acid,452,560,1682.424242,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,682,NA,C13H26BNO6Si,limonox_L_blob_554,644,676,1678,0.143656728,0.525775948,NA,0.399159145,0.533666052,0.578125579,0.740415039,0.741995639,0.592905683,0.60018273,0.496156754,0.405972745,NA,0.881272055,0.103273605,0.492363759,0.269345339,NYC,,,
1128_1901_blob_1458,2.82E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,408,476,2695.327103,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",640,657,NA,C22H42S2Si,apin_ox_S_blob_592,429,556,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1451,0.00021783,0.560777261,0.292840217,0.579526545,0.620432786,0.467066313,0.380723012,0.300456798,0.409857468,-0.104996946,-0.080346836,0.213561825,-0.087641806,pinic acid 2,556,596,1699.393939,1697,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",609,612,NA,C14H28O4Si2,limonox_S_blob_665,632,668,1691,0.744712452,0.552180591,NA,0.670555285,0.389684434,0.795029092,0.387456043,0.324467791,0.373624676,0.565066295,0.514691394,0.619926547,NA,0.99767003,0.828031986,0,0.59007001,NYC,,,
1128_1901_blob_1431,0.000404242,0.471659526,0.186571357,0.701431994,0.391671565,0.540857392,0.314842125,0.146332686,0.288071094,-0.054578284,-0.228446434,0.059941694,0.000543714,pinic acid 1,413,485,1692.121212,1692,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",590,608,NA,C16H32O2Si,limonox_S_blob_727,776,817,1689,0.374001075,0.428100112,NA,-0.238502169,0.431416281,0.711345705,0.328124447,0.248817036,0.061272708,0.817480534,0.308897946,0.141027944,NA,0.687873851,0.730781767,0.257766427,0.440099545,NYC,,,
1128_1901_blob_1418,0.001401583,-0.497695928,0.035642024,-0.06473857,-0.138479887,-0.301081814,-0.017354859,-0.245318488,-0.348299166,-0.046564262,0.742720052,0.852407176,0.700052631,"2-Ketoglutaric acid, tri-TMS",480,493,1625.454545,1629,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",675,748,NA,C11H24O3Si,myrc_ox_L_blob_627,586,617,1628,-0.016253029,-0.334366348,NA,-0.031518745,-0.234762815,-0.410780844,-0.418623629,-0.380150886,-0.371789018,-0.415774956,-0.191070757,-0.179797213,NA,0.876374295,0.145159841,-0.407758715,-0.133781194,SQ,,M,SQ is the only thing it correlates with 
1128_1901_blob_1396,0.000108734,0.504301067,0.44138478,0.269036696,0.196541336,0.459482169,-0.039032452,NA,NA,NA,NA,NA,NA,C7 acid,312,429,1939.597315,NA,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",708,880,1923,C17H24O3,bcp_ox_L_blob_679,570,581,1943,0.017874471,0.625522859,NA,0.27281498,0.421146408,0.62332316,0.519319251,0.408151599,0.119830638,0.591054189,0.512573904,-0.357151005,NA,0.856094664,0.432763304,0.280459081,0.705935101,NYC,,,
1128_1901_blob_1395,8.43E-06,0.999430856,0.940773319,-0.944684512,-0.98217233,-0.866504463,-0.068863883,NA,NA,NA,NA,NA,NA,Humulene,0,520,2492.173913,1490,"5,8-Dimethoxy-2,3,10,10a-tetrahydro-1H,4aH-phenanthrene-4,9-dione",647,656,NA,C16H18O4,limonox_S_blob_702,0,588,1551,0,0.970811324,NA,0,1,0.963061091,0.966801679,1,1,0.979215174,0.999320076,0,NA,0,1,-1,0.762847268,NYC,,,
1128_1901_blob_1390,8.95E-05,0.41417417,0.621707337,0.486090428,0.084106037,0.466091093,0.120351601,0.668637037,0.408399552,0.522604355,0.90391847,0.398372396,0.621391328,C7 acid,477,490,1459.782609,NA,"Hex-2-enal, 5-(t-butylsilyloxy)-",608,667,NA,C12H24O2Si,limonox_S_blob_712,712,741,1470,0.709182913,0.4405918,NA,0.636064283,0.650018177,0.742342931,0.476377675,0.569672438,0.585595683,0.63368808,0.707642087,0.608000929,NA,0.465104599,0.314656881,0.390728344,0.653180573,NYC,,,
1128_1901_blob_1389,3.05E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,392,525,2204.83871,NA,"N,N'-o-Phenylenebis(5,5,5-trifluoro-4-oxopentan-2-iminato)nickel(II)",611,617,NA,C16H12F6N2NiO2,bcp_ox_L_blob_988,483,512,2192,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1385,0.000273286,0.413929628,0.034291041,0.517434236,0.44180229,0.517140434,-0.079116887,-0.346010234,0.168523944,-0.149454171,0.118176639,0.032095988,0.082582891,C12 diacid,388,446,2111.764706,2120,"5,5-Dimethyl-2-trimethylsilyl-1,2,3,4,4a,5,6,7-octahydronaphthalen-2-ol",540,567,NA,C15H28OSi,limonox_S_blob_905,536,608,2120,-0.097765408,0.522574059,NA,-0.148039324,0.568792561,0.569465389,0.20992983,0.149952002,0.072253346,0.589080066,0.195923739,0.116505653,NA,0.536898405,0.148284904,0.241216871,0.280341673,NYC,,,
1128_1901_blob_1380,9.06E-06,-0.160177884,-0.883902245,-0.390101622,-0.343091893,-0.337640032,-0.729270851,NA,NA,NA,NA,NA,NA,C7 acid,485,534,1458.695652,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",643,649,NA,C13H27Cl3O4Si2,myrc_ox_L_blob_745,573,610,1451,-0.575762378,-0.464511605,NA,0.413394645,-1,-0.61980642,-0.451605512,-0.31863894,-0.396016165,-0.479121837,0.032758979,-0.557424104,NA,0,-0.615596374,0,0,NYC,,,
1128_1901_blob_1376,1.72E-05,0.007058027,0.442117046,-0.419241703,-0.25435671,-0.558328875,-0.52982129,NA,NA,NA,NA,NA,NA,C7 acid,423,494,2725.233645,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",641,703,NA,C14H24O4,limonox_S_blob_633,475,597,NA,-0.449675764,-0.446539387,NA,0.019351186,-0.268782708,-0.543857451,0.791993364,0.809242502,0.670030753,-0.173962079,0.03127949,-1,NA,-0.113705248,-0.352064711,0.19362056,-0.198252458,NYC,,,
1128_1901_blob_1374,4.25E-05,-0.152802205,0.374470133,0.073559259,0.687554357,0.654191536,0.391739845,NA,NA,NA,NA,NA,NA,cholesterol,378,602,3184.782609,3209,Ursodeoxycholic acid,684,688,NA,C24H40O4,limonox_S_blob_687,382,516,NA,0.493362972,0.772282965,NA,0.967185808,0.985664952,0.920049711,-0.308540869,-0.190521041,0.143916794,0.523100942,0.344714775,0.488913183,NA,0,0.392023853,0,-1,NYC,,,
1128_1901_blob_1370,5.06E-05,0.708933863,0.682239382,-0.169771402,0.475604963,0.264749706,0.001651399,NA,NA,NA,NA,NA,NA,C7 acid,397,469,1738.181818,NA,"2,7-Octanedione, 4,4-dimethyl-3-[2-(1-hydroxy-1-methylethyl)-3-methyl-3-butenylidene)-",618,651,NA,C18H30O3,bcp_ox_L_blob_69,556,593,1748,0.492282988,0.770647143,NA,0,0.592858133,0.908119261,0.716765321,0.646696462,0.883787888,0.806862712,0.550689427,-1,NA,0.633032472,0.982559132,0.620704033,0.666015715,NYC,,,
1128_1901_blob_1367,2.51E-05,0.433693617,0.813025703,-0.638825357,-0.26828343,-0.282370887,-0.33506023,NA,NA,NA,NA,NA,NA,C21,176,561,2172.058824,2137,"2H-Pyran-2-one, tetrahydro-6-tridecyl-",718,741,NA,C18H34O2,bcp_ox_L_blob_988,520,599,2192,0,0.097702956,NA,0,0.457086005,0.682161119,0.811222222,0.761120351,0.703775897,0.796875677,0.619124855,0,NA,0.772147195,0,0.116520289,0.616427333,NYC,,,
1128_1901_blob_1365,2.54E-05,0.863656866,0.252341408,-0.480941551,0.288485383,0.362460747,-0.119736087,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",363,518,2072.058824,2060,"Bicyclo[2.2.1]heptane-1-carboxylic acid, 7-[(trimethylsilyl)oxy]-, methyl ester",606,663,NA,C12H22O3Si,apin_ox_S_blob_557,361,441,2078,0.388814139,0.885071551,NA,0,0.331517519,0.924969392,0.818526432,0.69119157,0.977275449,0.811253139,0.383307308,-1,NA,0,1,0.85103065,0.976632773,NYC,,,
1128_1901_blob_1363,6.27E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,431,533,1735.757576,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,629,NA,C13H26BNO6Si,myrc_ox_L_blob_670,551,598,1741,0,-1,NA,0,1,1,1,1,1,1,1,0,NA,0,0,0,-1,NYC,,,
1128_1901_blob_1355,4.37E-05,0.520346793,0.614243993,-0.2863783,-0.102554485,0.180524265,-0.330165964,NA,NA,NA,NA,NA,NA,C7 acid,419,506,2141.176471,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,676,NA,C13H26BNO6Si,limonox_S_blob_905,446,611,2120,1,0.646468235,NA,0,0.652699469,0.893691548,0.697861169,0.711041986,0.665208042,0.798022027,0.56119836,0,NA,0,1,0.266890412,0.828153171,NYC,,,
1128_1901_blob_1349,4.90E-05,0.83296803,0.887790482,0.634219098,0.8634211,0.766134541,0.612003085,NA,NA,NA,NA,NA,NA,C7 acid,395,471,2288.709677,NA,cis-10-Nonadecenoic acid,682,707,2256,C19H36O2,apin_ox_S_blob_595,416,520,2279,-1,0.930843738,NA,0.871141184,0.83245685,0.931989269,0.722895528,0.739283598,0.86277337,0.889169895,0.460367841,-1,NA,0.946514812,0,0.940489165,0.910083104,NYC,,,
1128_1901_blob_1348,3.38E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,367,428,2287.096774,NA,"Hexadecanoic acid, 1-(hydroxymethyl)-1,2-ethanediyl ester",666,671,NA,C35H68O5,apin_ox_S_blob_595,411,461,2279,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1346,0.000148743,0.35366098,-0.049886605,0.83240875,0.210581721,0.722033598,-0.239668402,0.426614326,0.680827004,-0.685416296,0.322488669,-0.2094074,-0.585364853,bisabolol,468,520,1778.181818,1770,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",645,659,NA,C13H26BNO6Si,apin_ox_L_blob_529,625,677,1770,0.509548202,0.40026556,NA,0.475450466,0.135766848,0.699280428,0.089714817,0.121544115,0.186743921,0.846810672,0.70695043,0.364344784,NA,0.948157757,0.854212872,1,0.751096565,NYC,,,
1128_1901_blob_1336,7.30E-05,0.803241098,0.60884042,-0.094819111,0.048096211,0.256447924,0.194416397,NA,NA,NA,NA,NA,NA,C7 acid,496,521,1425,NA,"2-Buten-1-ol, TMS derivative",652,755,NA,C7H16OSi,myrc_ox_L_blob_593,574,640,1438,0.280921735,0.188741233,NA,0.236317956,0.317767194,0.282898811,0.831509703,0.787629439,0.826145596,0.277191519,0.175685501,0.487859565,NA,0.180916629,0.028857325,0.285626767,0.002202265,NYC,,,
1128_1901_blob_1333,2.81E-05,-0.373603293,-0.237557394,0.054411103,-0.042836919,-0.135002379,-0.353255325,NA,NA,NA,NA,NA,NA,"2-Ketoglutaric acid, tri-TMS",486,520,1624.242424,1629,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",636,712,NA,C15H34O3Si2,myrc_ox_L_blob_742,650,729,1614,-0.180357058,-0.25903818,NA,-1,-0.170875916,-0.074352649,-0.360354663,-0.317127159,-0.456384624,-0.062208942,-0.239959714,-0.310097201,NA,-0.355412377,-0.13442645,1,-0.015461283,NYC,,,
1128_1901_blob_1332,4.08E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,373,418,2464.347826,NA,t-Butyldimethyl-(12-methyleicosyloxy)silane,732,746,NA,C27H58OSi,limonox_S_blob_701,392,416,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1331,4.58E-05,0.366033586,0.143313677,0.089570876,-0.118710629,-0.021382792,-0.301622241,NA,NA,NA,NA,NA,NA,C7 acid,344,376,1492.391304,NA,Hydroquinone bis(2-hydroxyethyl)ether,590,656,NA,C10H14O4,limonox_L_blob_624,470,481,1491,-0.456078209,0.505741412,NA,0.22147637,0.478954871,0.682903442,0.463631628,0.449700682,0.257787445,0.659922968,0.554820143,-0.370266043,NA,0.409973252,0.726588081,0.518235165,0.32314803,NYC,,,
1128_1901_blob_1322,0.000124723,0.381645026,0.295155455,0.475447128,-0.007156802,0.126501639,-0.399193742,0.343541118,0.367412674,-0.371819429,-0.381059423,0.326485301,-0.523498209,"2-Ketoglutaric acid, tri-TMS",511,533,1629.090909,1629,"2-Ethylacetoacetate, O,O'-bis(trimethylsilyl)-",634,754,NA,C12H26O3Si2,apin_ox_S_blob_608,594,631,1630,0.848732373,0.22051547,NA,0.371540081,0.572040715,0.823797274,0.575419125,0.545450175,0.453768471,0.488095828,0.36074425,0.817830408,NA,0.191845615,0.640536868,0.871163967,0.294713607,NYC,,,
