Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat2,man_cat2_alternate,man_cat2_certainty,man_cat2_notes,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1129_1334_blob_1006,6.73E-05,-0.403932923,0.795879275,-0.073919122,0.485533953,-0.342635697,-0.268093889,NA,NA,NA,NA,NA,NA,threitol,579,629,1526.086957,1521,"d-Erythrotetrofuranose, tris-O-(trimethylsilyl)-",682,733,NA,C13H32O4Si3,336,apin_ox_L_blob_565,637,732,1509,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_2052_blob_984,8.56E-05,0.390314029,0.646102509,0.786791054,0.628548223,0.840084497,0.700224904,-0.757414535,-0.745751568,-0.611937523,-0.508991485,-0.973565362,-0.837114165,"16-OH C16 Acid, TMS",342,345,2429.824561,2429,"Callitrisic acid, trimethylsilyl ester",725,766,NA,C23H36O2Si,372,limonox_S_blob_687,319,507,NA,-0.404763357,-0.701696845,NA,0.265477633,-0.265556913,0.22455558,0.522696412,0.452467067,-1,0.114995003,1,-0.493852246,0,NA,0,0,0.878718219,NYC,,,,,,,
1128_2052_blob_961,1.97E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",486,486,1931.543624,1931,"4,8,12-Trimethyltridecan-4-olide",763,828,NA,C16H30O2,254,bcp_ox_L_blob_607,523,524,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_932,5.30E-05,0.583156142,0.5922516,0.222942556,0.199822449,0.638862208,-0.222379821,NA,NA,NA,NA,NA,NA,bisabolol,294,480,1792.727273,1770,"1,2,5,5,8a-Pentamethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-1-ol",662,771,NA,C15H26O,222,bcp_ox_L_blob_8,514,533,1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_926,0.000103016,0.095885713,0.237297923,0.264185263,0.268780786,0.350108197,0.221485602,-0.650554057,0.083135012,-0.36801924,0.482747759,-0.879538211,-0.688392258,"beta-nocaryophyllonic acid, TMS",458,505,1994.630872,1985,"Acetic acid, 3-hydroxy-6-isopropenyl-4,8a-dimethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-2-yl ester",690,765,NA,C17H26O3,278,limonox_S_blob_757,462,662,1967,0,-0.753310275,NA,-0.864248946,-0.982215856,-0.845963174,-0.905777811,-0.867650763,-0.806382678,-0.694064795,-0.169312951,0,0,NA,0,0.694710993,0.076434792,NYC,,,,,,,
1128_2052_blob_835,3.19E-05,0.118505947,0.132234712,-0.188010604,-0.102378379,-0.096030469,-0.089081021,0.018210073,-0.755378755,-0.315858587,0.985600034,0.901980498,0.984358483,cedrene,400,420,1456.521739,1449,"Ethanone, 1,1'-(1,3-phenylene)bis-",847,854,NA,C10H10O2,162,apin_ox_S_blob_592,447,449,NA,0,0.947236644,NA,0.866345822,0.931238095,0.758345138,0.777665278,0.832012984,-0.213387982,-0.808876018,0.24581571,-1,0,NA,0,1,-0.986590339,NYC,,,,,,,
1128_2052_blob_811,4.52E-05,0.1284041,0.056533524,-0.071011816,-0.253005266,-0.246102724,-0.449000304,NA,NA,NA,NA,NA,NA,bisabolol,349,543,1792.727273,1770,"2,2,7,7-Tetramethyltricyclo[6.2.1.0(1,6)]undec-4-en-3-one",814,843,1730,C15H22O,218,bcp_ox_L_blob_663,628,699,1773,0,-1,NA,-1,-1,-1,-1,-1,0,1,1,0,0,NA,0,1,1,NYC,,,,,,,
1128_2052_blob_670,5.34E-05,0.604559442,0.653685787,-0.372334432,0.596100879,0.303147516,-0.041225672,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",437,521,2047.407407,2060,"4,4-Dimethyl-3-(3-methylbut-3-enylidene)-2-methylenebicyclo[4.1.0]heptane",734,756,NA,C15H22,202,bcp_ox_L_blob_641,473,533,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_639,0.001111383,0.44372557,0.419854532,0.476981731,0.568825257,0.597003646,0.34868218,0.250605453,0.144662518,0.428473755,0.132717225,0.071654995,0.090652372,beta-caryophyllene aldehyde,903,906,1715.151515,1715,"Bicyclo[2.2.1]heptane-2,5-diol, 1,7,7-trimethyl-, (2-endo,5-exo)-",739,805,NA,C10H18O2,170,bcp_ox_L_blob_741,573,749,1679,0.612330724,0.203547502,NA,0.13989748,0.156561054,0.448794631,0.492930702,0.630055527,0.323663656,0.724784547,0.807245985,0.853682939,0,NA,0,1,0.517833115,SQ,MT,L,,,,,
1128_2052_blob_1518,7.99E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pinic acid 1,407,472,1683.636364,1692,"Dodecanoic acid, 2-hydroxy-1-(hydroxymethyl)ethyl ester",516,518,NA,C15H30O4,274,limonox_S_blob_665,525,547,1691,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_2052_blob_1467,2.44E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C12 diacid,139,419,2152.592593,2120,"Perhydrocyclopropa[e]azulene-4,5,6-triol, 1,1,4,6-tetramethyl",675,710,NA,C15H26O3,254,bcp_ox_L_blob_988,387,594,2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_1349,3.94E-05,0.953193051,0.766896083,0.474467273,-0.742669694,-0.547591134,-0.99341491,NA,NA,NA,NA,NA,NA,C12 diacid,349,366,2121.481481,2120,{4-Methoxy-2-[(trimethylsilyl)oxy]phenyl}(phenyl)methanone,741,767,NA,C17H20O3Si,300,apin_ox_S_blob_592,262,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_1337,2.92E-05,0.976711555,0.996324525,0.979665611,0.90196893,0.988130568,-0.230298351,-0.028011628,0.673967731,0.994687433,0.999865834,0.700908116,0.970339826,C14,0,570,2792.45283,1422,"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",644,765,NA,C24H38O4,390,limonox_S_blob_633,270,320,NA,1,0.963508423,NA,0.999960062,0.994216173,0.975588112,0.199075144,0.268113411,0.29610584,0.482654768,0.999975616,1,0,NA,0,1,0.85102147,NYC,,,,,,,
1128_2052_blob_1204,0.000109261,0.627669483,0.696403874,0.330379813,0.073091449,0.332160596,0.197544046,0.443324006,0.137121643,0.079975445,0.484569371,0.470503561,0.593497743,C7 acid,384,510,1658.181818,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",550,650,NA,C13H29BO5Si2,332,apin_ox_S_blob_684,609,667,1650,0.390646921,0.474662724,NA,0.272935774,0.927112888,0.231892191,0.590252646,0.568360863,0.543923225,-0.197030177,0.704550229,0.179128904,0,NA,0,-0.049550862,-0.225127627,NYC,,,,,,,
1128_2052_blob_1196,1.38E-05,-0.532704073,-0.312564657,-0.710810769,-0.749359109,-0.607903483,-0.266022107,NA,NA,NA,NA,NA,NA,squalene,376,477,2870.707071,2868,(t-Butyl-dimethylsilyl)[2-methyl-2-(4-methyl-pent-3-enyl)-cyclopropyl]-methanol,538,640,NA,C17H34OSi,282,limonox_L_blob_543,428,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_1165,8.67E-05,0.471821007,0.459285875,0.743585408,0.54618706,0.670735261,0.561191121,-0.326318421,-0.908299112,-0.475283677,0.695156236,0.924090041,0.702161511,C7 acid,405,513,1663.030303,NA,"3-Hydroxyphenylacetic acid, 2TMS derivative",633,674,1618,C14H24O3Si2,296,apin_ox_S_blob_604,536,621,1655,-0.67456312,0.906254069,NA,0.93679699,0.960844432,0.552337474,-0.200821566,-0.175422726,-0.402884617,-0.222042723,0.195485844,-1,0,NA,0,0.460016235,0.232808844,NYC,,,,,,,
1128_2052_blob_1114,7.22E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deoxycholic Acid,493,534,3356.321839,3347,"Gorgost-5-en-3-ol, (3ﬂ)-, TMS derivative",540,611,NA,C33H58OSi,498,limonox_S_blob_687,429,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_1080,1.63E-05,-0.020832483,-0.480602438,0.770913669,0.959344236,-0.442473039,0.94282019,NA,NA,NA,NA,NA,NA,vanillin,319,435,1570.652174,1558,"Benzaldehyde, 2-nitro-4-trimethylsilyl-",661,718,NA,C10H13NO3Si,223,apin_ox_S_blob_618,442,463,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_1065,4.96E-05,0.192617231,0.589039363,-0.990334953,-0.425836266,-0.875730123,-0.715458392,NA,NA,NA,NA,NA,NA,C18,80,480,1869.798658,1830,"Octanedioic acid, 4-isopropyl-, dimethyl ester",621,651,NA,C13H24O4,244,bcp_ox_L_blob_654,638,668,1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_2052_blob_1032,0.00030012,0.383423455,0.136415368,0.585502867,0.631866318,0.501658098,0.503817331,-0.019583769,-0.026258931,0.246926098,0.179218845,0.398505854,0.299402088,beta-nocaryophyllone aldehyde,513,532,1751.515152,1757,"1-Methyl-6-(3-methylbuta-1,3-dienyl)-7-oxabicyclo[4.1.0]heptane",732,757,NA,C12H18O,178,bcp_ox_L_blob_702,676,690,1761,0.292334971,0.5936536,NA,0.627745414,0.553254561,0.80389706,0.527549357,0.512477688,-0.100799612,0.530602674,0.684221588,0.506533491,0.463080344,NA,0,0.685655953,0.468731507,NYC,,,,,,,
1128_1901_fb_add_blob_924,0.000258231,-0.016781614,0.228732894,0.323142251,0.252303274,0.408447182,0.300572818,-0.205423337,-0.035522221,0.089318889,0.020077564,0.126469225,0.223444877,C10 carboxylic acid,862,865,1480.434783,1479,"Decanoic acid, TMS derivative",853,864,1450,C13H28O2Si,244,myrc_ox_L_blob_566,854,857,1477,-0.18880101,0.257271427,NA,0.268350104,0.431243972,0.253340178,0.307223647,0.179533429,-0.093557637,0.173894871,0.55377657,-0.137651133,-0.874332815,NA,0.799243891,0.754857475,0.137712232,NYC,,,,,,,
1128_1901_fb_add_blob_921,0.0001279,0.652361602,0.435686387,-0.225940995,0.223659007,0.219932263,0.018649112,0.496229533,0.236772492,0.692435558,0.38000548,-0.101300952,0.342941559,C7 acid,389,464,1591.304348,NA,Yohimban-17-one,636,643,NA,C19H22N2O,294,limonox_S_blob_699,469,518,1585,0.238491668,0.360545908,NA,0.716781211,-1,0.718226098,0.512603236,0.560984475,0.348699273,0.440637204,0.666379966,0.47559403,1,NA,0,0,0.942484993,NYC,,,,,,,
1128_1901_fb_add_blob_787,3.73E-05,0.926956664,0.151818837,0.99427902,0.540652562,0.990487218,0.187858483,-0.265091928,0.999999978,0.47711362,-0.92730462,0.100656665,-0.25090145,triacetin,919,929,1363.168597,1357,"Glycerol 1,2-diacetate",919,926,NA,C7H12O5,176,limonox_L_blob_629,327,327,1355,1,-0.673022339,NA,0.924475476,0.973898445,0.981818989,0.808426649,0.724989127,0.62602376,0.932811418,0.989474191,0.829569573,0,NA,0,-1,1,NYC,,,,,,,
1128_1901_fb_add_blob_704,0.000689575,0.46366694,0.383441535,0.48627295,0.015906401,0.494005543,-0.097227096,0.061303631,0.326792409,0.18306433,0.003874287,-0.170421081,-0.138702027,pinonic acid,894,894,1550,1550,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",661,668,NA,C15H30O4Si,302,myrc_ox_L_blob_556,900,900,1546,0.170838565,0.040088484,NA,0.07836273,0.179749764,0.381332964,0.403227881,0.47747574,0.156645889,0.473307824,1,0.219552791,0.157145628,NA,0.731023322,0.807245985,0.436933917,NYC,,,,,,,
1128_1901_fb_add_blob_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C18 Acid,944,944,2279.032258,2280,"Stearic acid, TMS derivative",897,898,2246,C21H44O2Si,356,myrc_ox_L_blob_569,760,773,2275,-0.160255587,0.19759439,NA,0.263397094,0.307195936,0.116070672,0.085673815,0.105808499,-0.068263039,-0.059161868,0.415544872,-0.114534778,0.035972033,NA,0.975450815,0.176720349,0.080330079,NA,,,,NA,,H,too high in fb
1128_1901_fb_add_blob_642,0.003626563,0.752324879,0.402861228,0.651568276,0.214019077,0.633378944,-0.02689995,0.416596483,0.437648684,-0.016163558,-0.239101648,-0.134786513,-0.208910702,pinic acid 1,889,896,1692.121212,1692,"2-Oxooctanoic acid, TMS derivative",635,716,NA,C11H22O3Si,230,myrc_ox_L_blob_312,886,891,1689,0.146710687,-0.04802253,NA,-0.059112676,-0.243877802,0.347916766,0.547750171,0.660018984,0.335492296,1,0.473307824,0.289739277,0.430217982,NA,0.389921937,0.724784547,0.635627687,MT,,H,,MT,,H,is tracer
1128_1901_fb_add_blob_633,0.00191935,0.310462728,0.332907883,0.196593761,0.485019817,0.513720495,0.201450954,0.005180665,-0.35125437,0.043983838,0.734482723,0.920267063,0.762374204,C22 acid,879,880,2682.242991,2684,"Behenic acid, TMS derivative",850,853,2644,C25H52O2Si,412,limonox_S_blob_687,538,615,NA,-0.171334358,0.956973132,NA,0.747868538,0.854819064,0.769757958,0.136335984,0.126540607,-0.13741911,-0.117439683,-0.008290313,-0.156418475,0.151189358,NA,-0.223225044,0.182975492,-0.114608671,BB,,H,,BB,A,L,"not great corr with anything, ID known as C22 acid but could be some contam"
1128_1901_fb_add_blob_619,0.003540339,0.155908071,0.287672077,-0.056840875,-0.085205502,-0.084588296,-0.077213702,0.083697553,0.036906704,-0.026487443,0.025703292,-0.06826737,0.03823867,DEET,925,925,1600,1600,Diethyltoluamide,904,906,1571,C12H17NO,191,bcp_ox_L_blob_26,351,352,1608,-0.043630626,-0.007736476,NA,-0.019103892,-0.045381194,0.089073179,0.062646199,0.09377863,-0.072675061,0.143328998,0.157785141,-0.03147226,0.370795656,NA,0.542159861,0.567007162,-0.04479192,A,,H,DEET,A,,H,"is DEET, anthropogenic compound"
1128_1901_fb_add_blob_607,0.000937583,0.245827438,0.231114019,0.085828393,-0.014632142,0.068167846,-0.130046169,-0.076922614,-0.112947874,0.090413375,0.101888565,0.10653317,0.124489076,octadecanol,899,900,2189.705882,2191,"1-Octadecanol, TMS derivative",901,903,2152,C21H46OSi,342,bcp_ox_L_blob_18,357,451,NA,0.006569123,0.113653887,NA,0.329047229,0.486475852,0.122884339,0.069693187,0.055230312,0.123723779,-0.040904343,0.00206537,0.069687592,0.543855723,NA,0.624156208,0.344318989,0.303140848,NYC,,,,,,,
1128_1901_fb_add_blob_591,0.00217545,0.406118387,0.332605222,0.07688354,0.124196699,0.389499087,-0.017298508,0.407948966,0.070975826,0.059838761,-0.016171573,-0.022233762,0.051898616,"hexadecanol, TMS",920,920,1989.261745,1989,"1-Hexadecanol, TMS derivative",924,930,1958,C19H42OSi,314,bcp_ox_L_blob_18,338,437,NA,0.175043772,0.105169372,NA,0.026089294,-0.026130678,0.384130919,0.32218323,0.410063799,0.289235002,0.498805645,0.304954037,0.18071295,0.800912245,NA,-0.23204977,0.446749018,0.508397042,A,SQ,L,good corr with SQ but POAOX from else,POAOX,,H,not great corr with anything; ID known and POAOX defined from haofei work
1128_1901_fb_add_blob_586,0.003691634,0.262489799,0.317220059,0.203046199,0.468885955,0.446840711,0.235004688,0.043326838,-0.366112003,0.064918284,0.695703296,0.904907446,0.763181135,C24 acid,939,939,2884.848485,2886,"Lignoceric acid, TMS derivative",896,913,2838,C27H56O2Si,440,bcp_ox_L_blob_18,513,591,NA,-0.167907202,0.943870834,NA,0.770179962,0.885571187,0.720365582,0.112799936,0.106550625,-0.112858682,-0.090110284,-0.070775994,-0.166564272,0.308851598,NA,-0.333629804,0.157149088,-0.073440045,BB,,H,,A,BB,L,"doesnít correlate with anything well and is maybe a fb contam, but in haofei work id'ed as BBOA"
1128_1901_fb_add_blob_46,0.001231084,0.232071469,0.346863238,-0.01164903,-0.037187181,0.021704859,-0.089412004,0.203872773,-0.184956482,0.13728719,0.428344676,0.484988286,0.444609642,C17 acid,931,931,2176.470588,2177,"Heptadecanoic acid, TMS derivative",897,912,2146,C20H42O2Si,342,bcp_ox_L_blob_18,504,600,NA,-0.113357161,0.687570551,NA,0.81528098,0.791746398,0.79180952,0.347995191,0.376574354,0.33318338,0.186451277,0.398302881,-0.043504868,0.58804503,NA,0,0.536098964,0.431387642,BB,,M,,U,,,"doesnít correlate well with anything, maybe contam"
1128_1901_fb_add_blob_43,0.006882651,0.462180042,0.583975223,0.269383672,0.407277537,0.548620811,0.29899893,0.581735514,0.015956001,-0.047053052,0.024218457,0.023013419,0.067113387,FAME16 (Methyl Palmitate),952,952,1957.04698,1957,"Hexadecanoic acid, methyl ester",899,904,1926,C17H34O2,270,limonox_S_blob_708,390,411,1948,0.256873664,0.239170692,NA,0.211827683,0.000383626,0.481335109,0.249272667,0.372967157,0.413937082,0.423877434,0.178293115,0.253390798,0.796936742,NA,-0.383965231,0.418848384,0.515206957,POAOX,A,L,in haofeis work as POA; identity known as methyl palmitate but origin ounclear,POAOX,A,L,in haofeis work as POA; identity known as methyl palmitate but origin ounclear
1128_1901_fb_add_blob_1175,0.000300539,-0.107070568,0.276390563,0.042079661,0.05093413,0.179969484,0.143250257,0.012204111,-0.065996546,0.046793533,0.151595511,0.050934116,0.026133634,C9 acid,850,855,1382.012571,1378,"Nonanoic acid, TMS derivative",810,816,1355,C12H26O2Si,230,limonox_L_blob_587,865,870,1378,0.320511971,0.136340931,NA,0.153511285,0.205007918,0.283606507,0.133778025,0.189222413,0.304848612,0.143828155,0.611059628,0.271665965,-0.019413527,NA,0.862374837,0.66225462,0.527965655,NYC,,,,,,,
1128_1901_fb_add_blob_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C16 Acid,951,951,2079.411765,2078,"Palmitic Acid, TMS derivative",881,882,2050,C19H40O2Si,328,myrc_ox_L_blob_548,763,774,2075,-0.117697629,0.23055845,NA,0.310688522,0.354782833,0.205544899,0.175188341,0.198790843,0.038082705,0.022679923,0.522678433,-0.055125488,0.04985366,NA,0.97206907,0.372089469,0.242982088,NA,,,,NA,,H,too high in fb
1128_1901_blob_999,3.79E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,401,431,3047.826087,NA,"Farnesol, (E,E)-, TMS derivative",723,764,NA,C18H34OSi,294,limonox_S_blob_687,431,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_995,5.88E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,365,408,3186.956522,NA,"1-Hexadecanol, 2-methyl-",687,708,NA,C17H36O,256,bcp_ox_L_blob_18,389,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_993,2.82E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C25,581,629,2553.043478,2545,"Hexadecanal, 2-methyl-",697,791,NA,C17H34O,254,myrc_ox_L_blob_655,0,582,1611,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_991,0.000212898,0.033363337,0.450321728,0.439905883,0.22607975,0.044314062,-0.096935212,0.306050463,0.535190823,-0.242676282,-0.274352263,0.221715704,-0.43312485,C7 acid,498,537,1570.652174,NA,"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one, (D)-, 2TMS derivative",660,728,NA,C11H24O4Si2,276,myrc_ox_L_blob_740,662,686,1574,0.122518913,0.352187628,NA,0.561341871,0.333523868,0.80779349,0.744950443,0.795714265,0.335531689,0.816159262,0.736909293,0.458445892,0,NA,0.708045269,0,0.762513261,NYC,,,,,,,
1128_1901_blob_990,0.000166244,0.827920894,0.715816043,0.004094906,0.047188695,0.256553726,0.093986677,-0.18104894,-0.112761023,0.178415951,0.580799901,0.728890636,0.648271852,C7 acid,513,535,1456.521739,NA,"2-Buten-1-ol, TMS derivative",703,797,NA,C7H16OSi,144,apin_ox_L_blob_520,603,624,1451,0.011023636,0.620906193,NA,0.455214602,0.786963575,0.252122664,0.686498122,0.397248097,-0.13488196,-0.377171709,0.173212959,0.013004186,0,NA,0.6025843,1,0.135285093,NYC,,,,,,,
1128_1901_blob_978,5.70E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,550,622,2947.474747,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",686,826,NA,C14H29FO2Si,276,bcp_ox_L_blob_18,507,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_969,3.62E-05,0.308308327,0.402915744,-0.316729506,-0.192032375,0.010057756,-0.316038941,NA,NA,NA,NA,NA,NA,C7 acid,439,496,2025,NA,"Hexadecanoic acid, ethyl ester",703,769,1993,C18H36O2,284,limonox_S_blob_687,448,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_968,6.83E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",535,581,1928.85906,1931,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",643,688,NA,C11H22B2O6Si,300,limonox_S_blob_847,549,609,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_964,2.74E-05,0.802835881,0.862974859,0.096937337,0.131505969,0.118928725,-0.162007597,NA,NA,NA,NA,NA,NA,C7 acid,535,634,1681.212121,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",659,773,NA,C15H30O5Si,318,limonox_S_blob_720,658,678,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_961,0.000209184,0.719633254,0.481303168,-0.182255795,0.467130482,0.614243855,0.131421757,0.067508339,0.546945869,0.148130285,0.209159618,0.061425443,0.148105656,C7 acid,393,546,1789.090909,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",622,636,NA,C17H37BO6Si2,404,myrc_ox_L_blob_687,550,581,1796,-0.599525678,0.068334685,NA,0.051815961,-0.025006091,0.122387478,0.472261985,0.436382419,-0.484956502,0.577290961,0.296499034,-0.334814194,1,NA,0,0.332988627,-0.057354805,NYC,,,,,,,
1128_1901_blob_960,1.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,539,617,2755.140187,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",668,833,NA,C14H29FO2Si,276,bcp_ox_L_blob_18,503,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_958,0.000818633,0.248859811,-0.186734164,0.465907169,0.450911108,0.384813593,0.061921928,-0.477986149,-0.220913223,0.246644477,0.061057101,0.119208337,0.132335403,C7 acid,386,449,2151.470588,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",557,596,NA,C18H34OSi,294,limonox_S_blob_687,402,489,NA,-0.378999605,0.160891176,NA,0.311132277,0.429753516,0.086873853,-0.149807467,-0.203859668,-0.411120826,-0.133413165,0.129803438,-0.246155198,0.885137667,NA,-1,0.536891216,-0.154376722,NYC,,,,,,,
1128_1901_blob_956,1.04E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,benzophenone,0,633,2350,1664,"Benzoic acid, tridecyl ester",680,857,2340,C20H32O2,304,apin_ox_S_blob_751,367,430,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_955,9.53E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,477,604,2317.741935,NA,"Perhydrobenzo[e]isoxazolo[2,3-b][1,2]oxazine-3-carboxamide,4-phenyl-8a-[(1,1,1-trimethylsilyl)oxy]",591,594,NA,C20H30N2O4Si,390,limonox_S_blob_687,456,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_948,0.000323747,0.487810835,0.647880204,0.337555225,0.139494802,0.403858522,0.153297524,0.075791577,0.031867154,0.141233988,0.384713086,0.539916128,0.341692892,C7 acid,427,474,1423.913043,NA,"Pentanedioic acid, 2TMS derivative",851,858,1409,C11H24O4Si2,276,myrc_ox_L_blob_563,885,891,1421,0.071883729,0.614940644,NA,0.565482746,0.615105313,0.616501335,0.575874377,0.606192624,0.251760986,0.418198431,0.799238391,0.172474864,0.163654367,NA,0.51621388,0.416399598,0.653376556,NYC,,,,,,,
1128_1901_blob_943,0.000156659,0.102248127,-0.102089036,-0.313104664,0.667508944,-0.338834555,0.797193292,0.356973737,0.044167128,-0.060473218,0.43852388,-0.480583232,-0.230653874,C7 acid,340,495,1580.434783,NA,"4-tert-Butyl-2,6-diisopropylphenol",781,800,NA,C16H26O,234,limonox_S_blob_746,463,489,1576,0.019052164,-0.290393165,NA,-0.311851483,-0.575416418,-0.168790415,0.132773972,0.312514765,0.083114022,0.666463245,0.838271257,0.351824074,0.22533057,NA,0,1,0.279385244,NYC,,,,,,,
1128_1901_blob_941,8.18E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C14 Diacid,509,527,2314.516129,2317,"D-Homo-24-nor-17-oxachola-20,22-diene-3,7,16-trione, 14,15:21,23-diepoxy-4,4,8-trimethyl-, (5a,13a,14ﬂ,15ﬂ,17aa)-",623,680,NA,C26H32O6,440,limonox_S_blob_687,436,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
